Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6A,Q6P,Q7,Q8,Q9,Q10,Latecomer,NewRecruit,WrongClassif,Duplicate
5,36639,8140,2,2,2014Q1,1,2,,2,,2,,2,,2,,3,3,3,2,FALSE,FALSE,FALSE,FALSE
2,36642,8120,7,7,2014Q1,2,3,2,3,2,3,2,3,2,3,3,2,2,3,3,FALSE,FALSE,FALSE,FALSE
5,36643,8150,2,2,2014Q1,1,,,2,2,2,2,2,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
5,36645,7000,6,6,2014Q1,1,2,1,2,,3,1,3,1,2,1,3,1,2,2,TRUE,FALSE,FALSE,FALSE
1,36647,7120,4,4,2014Q1,1,2,2,1,2,2,2,3,3,3,3,2,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36649,7010,9,9,2014Q1,1,1,1,1,1,3,2,1,2,1,2,3,3,3,1,FALSE,FALSE,FALSE,FALSE
5,36650,8160,8,8,2014Q1,1,3,,3,1,2,1,3,1,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36653,8010,6,6,2014Q1,,,,2,2,2,1,2,2,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE
5,36658,8140,6,6,2014Q1,1,,,1,1,1,1,1,1,2,2,3,2,3,3,TRUE,FALSE,FALSE,FALSE
5,36663,7050,3,3,2014Q1,1,,,2,1,2,2,2,1,1,2,3,2,3,2,FALSE,FALSE,FALSE,FALSE
1,36664,7120,6,6,2014Q1,1,1,2,1,1,1,1,1,1,3,3,3,1,3,3,FALSE,FALSE,FALSE,FALSE
6,36669,8090,9,9,2014Q1,2,2,1,3,1,3,1,3,1,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
5,36670,7080,5,5,2014Q1,1,3,2,3,2,3,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36680,8150,9,9,2014Q1,2,2,2,3,3,1,2,3,3,3,3,1,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36681,8080,5,5,2014Q1,1,2,2,1,1,3,3,1,1,1,1,3,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36682,8140,9,9,2014Q1,2,3,2,2,2,2,2,2,2,3,3,2,1,3,1,FALSE,FALSE,FALSE,FALSE
6,36686,7020,7,7,2014Q1,1,,,2,2,2,2,2,2,1,2,1,2,2,2,TRUE,FALSE,FALSE,FALSE
6,36688,8040,9,9,2014Q1,,3,3,2,3,3,3,3,3,1,1,1,2,2,2,FALSE,FALSE,FALSE,FALSE
6,36691,9000,4,4,2014Q1,,3,3,3,3,2,2,3,3,1,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36693,8120,5,5,2014Q1,1,2,2,2,2,1,1,2,2,1,1,2,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36697,8090,9,9,2014Q1,1,2,2,2,2,1,1,2,2,3,3,3,1,3,3,FALSE,FALSE,FALSE,FALSE
3,36698,8120,3,3,2014Q1,2,3,3,1,1,2,2,1,1,1,1,3,2,3,3,FALSE,FALSE,FALSE,FALSE
5,36701,7040,9,9,2014Q1,1,2,2,2,2,2,3,1,2,3,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36715,8090,6,6,2014Q1,2,3,3,3,2,3,2,2,2,1,2,2,2,3,1,TRUE,FALSE,FALSE,FALSE
6,36716,8010,4,4,2014Q1,1,2,2,1,2,1,2,2,2,2,3,1,2,2,2,FALSE,FALSE,FALSE,FALSE
1,36728,6000,5,5,2014Q1,2,3,3,3,2,3,2,3,2,3,3,1,2,3,2,FALSE,FALSE,FALSE,FALSE
3,36732,8150,5,5,2014Q1,1,2,3,3,3,2,2,3,3,3,3,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36745,8120,5,5,2014Q1,2,3,3,3,3,3,3,3,3,2,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36746,8120,2,2,2014Q1,2,3,3,3,3,2,2,3,2,2,2,2,3,3,2,TRUE,FALSE,FALSE,FALSE
6,36747,8120,6,6,2014Q1,1,2,2,2,,3,3,3,3,2,2,3,1,1,1,FALSE,FALSE,FALSE,FALSE
6,36748,7070,5,5,2014Q1,1,,,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36752,8180,6,6,2014Q1,2,3,2,3,2,3,2,2,2,1,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36754,8150,5,5,2014Q1,1,2,2,2,2,2,2,3,2,3,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE
5,36757,8190,5,5,2014Q1,2,3,2,3,2,3,2,3,2,1,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36759,8140,2,2,2014Q1,2,3,2,3,2,2,2,3,2,2,2,1,3,3,2,TRUE,FALSE,FALSE,FALSE
8,36762,8150,4,4,2014Q1,2,3,1,3,1,2,2,3,1,2,2,2,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36766,8120,3,3,2014Q1,1,,,2,2,2,3,3,3,2,2,2,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36768,6010,6,6,2014Q1,1,2,,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
5,36769,7070,8,8,2014Q1,1,2,,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
8,36773,8090,5,5,2014Q1,2,3,3,3,3,2,2,3,3,1,2,1,3,3,1,TRUE,FALSE,FALSE,FALSE
6,36775,9010,7,7,2014Q1,2,,,3,1,2,1,3,1,2,2,1,1,3,2,FALSE,FALSE,FALSE,FALSE
6,36782,8120,7,7,2014Q1,2,3,3,3,3,3,3,,3,2,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE
1,36785,8130,6,6,2014Q1,1,1,2,1,2,2,2,2,3,1,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36801,8120,6,6,2014Q1,2,3,2,1,2,1,2,3,2,2,2,3,1,2,2,FALSE,FALSE,FALSE,FALSE
6,36805,8150,7,7,2014Q1,1,2,2,1,2,2,2,2,2,3,3,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36811,7020,9,9,2014Q1,2,,,2,2,3,2,1,2,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36822,8000,7,7,2014Q1,1,1,1,2,1,3,2,1,2,1,1,2,3,2,2,FALSE,FALSE,FALSE,FALSE
6,36825,8190,9,9,2014Q1,1,2,1,2,2,2,2,1,1,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,36830,7090,8,8,2014Q1,2,3,2,2,1,1,1,1,1,2,2,3,3,2,3,FALSE,FALSE,FALSE,FALSE
6,36832,8120,4,4,2014Q1,1,2,1,2,1,2,1,3,1,2,1,3,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36844,8150,9,9,2014Q1,1,2,2,3,3,3,2,2,3,2,2,1,2,3,3,TRUE,FALSE,FALSE,FALSE
5,36849,7070,7,7,2014Q1,2,3,3,3,2,3,2,3,2,1,1,1,3,1,1,TRUE,FALSE,FALSE,FALSE
5,36851,7020,9,9,2014Q1,2,2,2,2,2,2,2,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36853,7090,9,9,2014Q1,2,3,1,3,1,2,2,3,2,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36856,7010,7,7,2014Q1,1,1,,1,2,1,2,1,2,2,2,2,3,3,3,TRUE,FALSE,FALSE,FALSE
5,36857,7000,2,2,2014Q1,1,2,1,2,1,3,1,3,1,2,1,2,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36859,8140,7,7,2014Q1,1,2,1,2,1,2,1,1,1,2,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE
2,36863,8000,5,5,2014Q1,1,1,3,1,3,2,2,1,3,2,3,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36866,8010,5,5,2014Q1,2,2,3,2,3,2,3,3,3,2,3,1,3,2,1,FALSE,FALSE,FALSE,FALSE
5,36868,6010,5,5,2014Q1,1,2,2,2,2,3,3,3,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36869,7000,9,9,2014Q1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
5,36870,7060,8,8,2014Q1,1,2,3,2,3,2,3,2,3,1,1,3,3,3,2,FALSE,FALSE,FALSE,FALSE
5,36874,7090,9,9,2014Q1,1,,,2,2,2,2,2,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36878,7060,9,9,2014Q1,1,2,2,1,1,3,2,2,2,1,1,2,3,3,3,TRUE,FALSE,FALSE,FALSE
2,36880,8150,5,5,2014Q1,2,3,3,3,3,2,3,3,3,3,,1,2,3,3,FALSE,FALSE,FALSE,FALSE
5,36885,8150,3,3,2014Q1,2,2,1,2,1,2,2,3,2,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36887,8000,8,8,2014Q1,2,2,2,3,1,,1,2,2,2,2,1,1,3,1,TRUE,FALSE,FALSE,FALSE
8,36893,7010,9,9,2014Q1,2,3,2,3,2,3,2,3,2,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36906,7080,9,9,2014Q1,2,3,3,3,3,2,3,2,2,1,1,1,2,3,3,TRUE,FALSE,FALSE,FALSE
6,36911,8080,6,6,2014Q1,2,2,2,2,2,2,2,3,2,3,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36926,8040,3,3,2014Q1,,1,2,1,2,1,2,1,2,3,2,3,2,1,1,FALSE,FALSE,FALSE,FALSE
6,36932,8090,6,6,2014Q1,2,3,3,3,3,2,2,3,3,3,3,1,2,2,2,FALSE,FALSE,FALSE,FALSE
6,36939,7010,7,7,2014Q1,2,3,2,3,2,2,1,3,1,1,2,1,2,2,2,TRUE,FALSE,FALSE,FALSE
6,36946,7000,5,5,2014Q1,2,3,3,3,3,3,3,3,3,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36948,8210,7,7,2014Q1,1,,,3,,2,,3,,2,,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36951,7080,5,5,2014Q1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,TRUE,FALSE,FALSE,FALSE
6,36956,8150,6,6,2014Q1,2,3,2,3,2,2,2,3,3,,,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36960,8120,5,5,2014Q1,1,2,2,3,2,3,2,2,2,1,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36963,7080,5,5,2014Q1,1,2,2,2,2,2,2,2,2,1,1,2,3,3,3,TRUE,FALSE,FALSE,FALSE
6,36971,8150,9,9,2014Q1,1,2,1,2,1,3,2,2,1,3,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE
5,36974,8120,7,7,2014Q1,1,,,1,1,1,1,1,1,2,2,3,3,3,3,TRUE,FALSE,FALSE,FALSE
1,36979,8090,4,4,2014Q1,1,1,1,1,1,1,1,1,2,1,2,3,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36982,8090,3,3,2014Q1,1,2,1,2,1,2,2,2,1,2,2,3,3,3,3,TRUE,FALSE,FALSE,FALSE
6,36985,8180,9,9,2014Q1,2,3,2,3,2,3,3,3,2,1,2,1,3,3,1,TRUE,FALSE,FALSE,FALSE
6,37001,7040,6,6,2014Q1,2,,,2,,2,,3,,3,,1,2,1,1,TRUE,FALSE,FALSE,FALSE
1,37003,8150,7,7,2014Q1,2,2,1,2,1,1,1,1,2,1,1,1,2,3,2,FALSE,FALSE,FALSE,FALSE
6,37012,8040,8,8,2014Q1,1,2,3,2,3,2,2,2,3,1,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE
3,37016,8000,5,5,2014Q1,2,2,2,2,2,2,2,2,2,2,2,,,,1,FALSE,FALSE,FALSE,FALSE
6,37020,7090,8,8,2014Q1,2,3,1,3,1,2,1,3,1,1,2,2,1,2,3,TRUE,FALSE,FALSE,FALSE
6,37037,8120,5,5,2014Q1,1,2,2,2,2,2,2,2,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,37044,8150,6,6,2014Q1,1,1,1,2,1,2,2,2,1,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE
5,37049,9010,3,3,2014Q1,,3,2,3,2,3,2,3,2,2,1,2,2,2,1,TRUE,FALSE,FALSE,FALSE
6,37053,8040,5,5,2014Q1,2,2,2,3,2,3,2,3,2,2,2,1,2,3,2,TRUE,FALSE,FALSE,FALSE
6,37054,8160,2,2,2014Q1,1,2,2,2,2,2,2,2,2,2,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,37058,8150,5,5,2014Q1,,3,2,3,3,3,3,3,3,3,3,1,3,2,1,FALSE,FALSE,FALSE,FALSE
6,37072,8150,5,5,2014Q1,2,,,3,3,2,3,2,3,2,2,1,3,3,3,TRUE,FALSE,FALSE,FALSE
5,37075,8150,2,2,2014Q1,2,2,1,2,1,3,1,3,1,1,1,1,2,2,1,FALSE,FALSE,FALSE,FALSE
6,37083,8010,5,5,2014Q1,1,1,2,1,2,2,2,1,2,1,2,3,3,3,3,TRUE,FALSE,FALSE,FALSE
6,37091,8160,6,6,2014Q1,2,3,3,3,3,2,2,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
5,37093,8000,4,4,2014Q1,1,3,3,3,3,2,2,3,3,3,3,3,3,3,2,FALSE,FALSE,FALSE,FALSE
1,37095,8150,4,4,2014Q1,2,,,3,2,3,3,3,3,1,1,1,3,2,1,FALSE,FALSE,FALSE,FALSE
6,37101,8000,8,8,2014Q1,1,2,2,2,2,3,2,2,2,3,2,2,2,2,1,FALSE,FALSE,FALSE,FALSE
6,37269,7080,5,5,2014Q1,1,2,2,3,3,2,2,3,3,1,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,37298,7020,7,7,2014Q1,2,2,,2,2,2,2,3,2,3,2,1,2,3,1,TRUE,FALSE,FALSE,FALSE
6,37434,6010,4,4,2014Q1,2,3,2,3,2,2,2,3,3,2,1,2,2,2,1,FALSE,FALSE,FALSE,FALSE
5,52138,8070,1,1,2014Q1,2,2,2,2,2,2,2,3,3,2,2,1,3,3,3,TRUE,FALSE,FALSE,FALSE
6,98208,8030,5,5,2014Q1,1,2,1,1,1,2,2,1,1,1,1,2,3,3,3,TRUE,FALSE,FALSE,FALSE
5,98216,7020,5,5,2014Q1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
6,98221,7020,5,5,2014Q1,2,3,,3,,3,,2,,2,,1,1,2,1,TRUE,FALSE,FALSE,FALSE
6,37050,8120,9,9,2014Q1,,2,,2,,2,,2,,2,,2,3,3,3,TRUE,FALSE,FALSE,FALSE
1,10337,6000,2,2,2014Q2,1,2,1,1,1,,,,,,,3,3,2,2,FALSE,FALSE,FALSE,FALSE
5,10534,6010,4,4,2014Q2,2,3,2,3,3,3,2,3,3,2,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE
1,12304,8010,1,1,2014Q2,1,1,1,2,1,2,2,1,2,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
1,12312,6000,6,6,2014Q2,2,3,2,3,2,2,3,3,3,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
1,12315,6000,5,5,2014Q2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,3,FALSE,FALSE,FALSE,FALSE
6,12348,8190,9,9,2014Q2,2,,,3,3,3,3,2,3,1,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE
3,14249,8110,3,3,2014Q2,1,2,2,2,2,2,2,2,2,1,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,14715,8210,6,6,2014Q2,2,3,2,3,3,3,3,3,3,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,14718,8150,6,6,2014Q2,2,,,3,1,2,1,2,2,1,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE
1,14723,8210,8,8,2014Q2,1,2,,2,1,2,1,2,1,2,2,2,1,3,3,FALSE,FALSE,FALSE,FALSE
5,14737,8210,5,5,2014Q2,1,2,,2,,3,,3,,1,,2,3,3,1,FALSE,FALSE,FALSE,FALSE
2,14739,7020,9,9,2014Q2,2,3,3,3,3,2,2,1,1,1,1,1,3,2,3,FALSE,FALSE,FALSE,FALSE
2,36392,8040,7,7,2014Q2,1,,,1,2,2,2,2,2,2,2,3,2,3,2,TRUE,FALSE,FALSE,FALSE
1,36393,8010,7,7,2014Q2,2,2,2,2,2,2,2,3,3,3,3,1,3,3,3,FALSE,FALSE,FALSE,FALSE
1,36401,8120,6,6,2014Q2,2,2,2,3,2,2,2,3,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
1,36417,8120,8,8,2014Q2,2,3,,2,2,2,2,2,2,3,3,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36431,8120,6,6,2014Q2,1,1,1,1,1,2,2,1,1,1,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE
1,36445,8150,4,4,2014Q2,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
1,36448,8000,9,9,2014Q2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
1,36453,8150,9,9,2014Q2,1,1,,1,1,1,1,1,1,1,1,3,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36473,8150,7,7,2014Q2,2,2,2,3,2,3,3,3,3,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36489,9010,1,1,2014Q2,1,,,2,2,2,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
2,36497,8120,6,6,2014Q2,2,2,2,3,2,3,2,3,2,1,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36503,8150,8,8,2014Q2,2,3,3,3,3,3,3,3,3,3,3,1,3,3,2,FALSE,FALSE,FALSE,FALSE
1,36517,7120,4,4,2014Q2,2,2,2,3,2,2,2,3,2,1,1,1,3,3,1,FALSE,FALSE,FALSE,FALSE
3,36528,8150,5,5,2014Q2,2,3,3,3,3,3,3,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
5,36534,8150,7,7,2014Q2,1,2,2,1,1,1,2,3,2,3,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE
2,36550,8010,6,6,2014Q2,1,2,2,2,2,2,2,2,2,1,1,3,3,3,2,FALSE,FALSE,FALSE,FALSE
2,36565,8150,2,2,2014Q2,2,,,3,2,2,2,3,2,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36576,8120,3,3,2014Q2,2,3,2,3,2,2,2,3,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
2,36581,8120,4,4,2014Q2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36587,8120,5,5,2014Q2,1,2,,1,,2,,2,,2,,2,1,3,2,FALSE,FALSE,FALSE,FALSE
1,36600,8150,5,5,2014Q2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,FALSE,FALSE,FALSE,FALSE
5,36658,8140,6,6,2014Q2,1,2,1,2,1,1,1,2,2,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36669,8090,9,9,2014Q2,2,3,1,3,1,2,2,3,1,2,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE
6,36680,8150,9,9,2014Q2,2,3,2,3,3,2,2,3,3,3,3,1,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36686,7020,7,7,2014Q2,1,,,2,2,2,2,2,2,2,2,1,2,2,1,TRUE,FALSE,FALSE,FALSE
6,36693,8120,5,5,2014Q2,2,2,,2,,3,,2,,1,,3,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36697,8090,9,9,2014Q2,1,2,2,2,2,,,,,,,3,1,2,3,FALSE,FALSE,FALSE,FALSE
3,36698,8120,3,3,2014Q2,1,1,2,1,1,2,2,1,1,1,1,3,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36716,8010,4,4,2014Q2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,FALSE,FALSE,FALSE,FALSE
6,36727,8150,5,5,2014Q2,1,1,2,1,2,2,1,1,3,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE
3,36732,8150,5,5,2014Q2,2,2,1,3,3,3,3,3,3,3,3,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36741,8010,9,9,2014Q2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,FALSE,FALSE,FALSE,FALSE
6,36747,8120,6,6,2014Q2,1,1,,1,,2,,1,,1,,3,1,1,1,FALSE,FALSE,FALSE,FALSE
6,36752,8180,6,6,2014Q2,1,2,2,2,2,2,2,3,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36759,8140,2,2,2014Q2,2,3,3,3,3,2,2,3,3,3,3,1,3,3,2,TRUE,FALSE,FALSE,FALSE
6,36771,7090,9,9,2014Q2,1,2,2,3,,2,,3,3,2,2,2,3,3,1,TRUE,FALSE,FALSE,FALSE
1,36785,8130,6,6,2014Q2,1,1,2,1,2,2,2,1,2,1,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36791,7020,9,9,2014Q2,2,3,1,3,1,2,2,3,2,3,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE
1,36806,7020,9,9,2014Q2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36822,8000,7,7,2014Q2,1,2,1,2,1,1,1,1,1,1,1,3,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36825,8190,9,9,2014Q2,1,2,1,2,1,2,2,1,1,2,1,1,2,2,2,FALSE,FALSE,FALSE,FALSE
6,36832,8120,4,4,2014Q2,2,3,1,1,1,3,1,3,1,1,2,3,1,3,3,FALSE,FALSE,FALSE,FALSE
5,36868,6010,5,5,2014Q2,1,1,1,1,1,2,2,1,1,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36869,7000,9,9,2014Q2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
5,36870,7060,8,8,2014Q2,1,2,3,2,3,2,2,2,3,1,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE
2,36880,8150,5,5,2014Q2,2,3,3,3,3,2,3,3,3,3,3,1,3,3,2,FALSE,FALSE,FALSE,FALSE
8,36893,7010,9,9,2014Q2,2,3,2,3,2,3,3,3,3,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36950,8090,7,7,2014Q2,1,1,1,1,1,2,1,1,1,1,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36956,8150,6,6,2014Q2,2,3,2,3,2,3,2,3,2,,,1,,,,FALSE,FALSE,FALSE,FALSE
6,36971,8150,9,9,2014Q2,1,2,1,1,1,1,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
5,36974,8120,7,7,2014Q2,1,,,1,,1,,1,,1,,2,2,3,3,TRUE,FALSE,FALSE,FALSE
6,36985,8180,9,9,2014Q2,2,,,3,1,3,2,3,1,1,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36991,7020,9,9,2014Q2,1,3,1,2,1,3,1,3,1,1,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,37020,7090,8,8,2014Q2,2,2,1,3,1,3,1,3,1,1,1,2,1,2,3,FALSE,FALSE,FALSE,FALSE
6,38902,8000,5,5,2014Q2,2,3,2,3,1,2,2,3,1,3,1,3,2,1,2,FALSE,FALSE,FALSE,FALSE
1,93375,8010,5,5,2014Q2,,1,1,1,1,2,1,2,1,2,2,3,3,3,2,FALSE,FALSE,FALSE,FALSE
5,98066,7090,5,5,2014Q2,2,3,2,3,2,2,2,3,2,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,98208,8030,5,5,2014Q2,2,2,2,3,3,2,2,3,2,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
5,10340,6000,3,3,2014Q2,1,1,,1,,2,,1,,1,,2,3,3,3,FALSE,FALSE,FALSE,FALSE
1,10347,6000,2,2,2014Q2,2,2,3,1,2,2,2,1,2,1,3,3,3,2,2,FALSE,FALSE,FALSE,FALSE
6,10421,8010,5,5,2014Q2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,1,FALSE,FALSE,FALSE,FALSE
6,10485,6000,9,9,2014Q2,2,3,2,2,2,2,2,3,3,3,3,1,1,2,2,FALSE,FALSE,FALSE,FALSE
6,10523,9050,5,5,2014Q2,1,2,3,2,3,3,3,2,2,1,1,2,2,2,1,FALSE,FALSE,FALSE,FALSE
6,10536,6000,5,5,2014Q2,2,3,2,3,2,2,2,3,2,2,2,1,2,1,2,TRUE,FALSE,FALSE,FALSE
1,10540,9000,4,4,2014Q2,2,,,2,2,2,2,3,3,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
2,10861,6000,5,5,2014Q2,1,1,1,1,2,2,2,1,1,2,2,3,3,2,2,FALSE,FALSE,FALSE,FALSE
5,10862,8010,5,5,2014Q2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,TRUE,FALSE,FALSE,FALSE
6,10868,6010,5,5,2014Q2,1,1,,1,2,1,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE
6,10901,6000,8,8,2014Q2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
2,11010,8010,8,8,2014Q2,2,2,2,3,2,2,2,2,2,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,12313,8010,3,3,2014Q2,2,2,2,3,3,2,2,3,3,2,2,2,3,3,1,FALSE,FALSE,FALSE,FALSE
2,12322,8010,5,5,2014Q2,2,3,2,3,2,3,2,2,2,3,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,12342,8010,9,9,2014Q2,1,2,2,3,3,2,2,3,3,3,3,1,2,2,1,FALSE,FALSE,FALSE,FALSE
6,12353,6000,5,5,2014Q2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,TRUE,FALSE,FALSE,FALSE
1,14199,8190,5,5,2014Q2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
8,14296,8150,7,7,2014Q2,1,2,1,3,1,2,2,3,1,1,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,14722,8210,6,6,2014Q2,1,,2,1,2,2,2,2,2,,2,2,3,3,,FALSE,FALSE,FALSE,FALSE
5,14726,8210,5,5,2014Q2,2,3,2,3,1,2,2,3,2,2,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE
2,14730,7070,5,5,2014Q2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,FALSE,FALSE,FALSE,FALSE
5,14742,8210,5,5,2014Q2,2,2,2,1,1,2,2,1,1,1,1,1,,,1,FALSE,FALSE,FALSE,FALSE
2,33123,6010,1,1,2014Q2,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,36388,8120,3,3,2014Q2,1,1,2,1,3,2,2,2,2,1,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
1,36396,6000,5,5,2014Q2,2,3,3,3,3,3,3,3,3,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
1,36400,8120,3,3,2014Q2,2,3,,3,2,2,2,2,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
