Streek;Idnr;Sektor;Gewig;Faktor;OpnameQ;Q1;Q2A;Q2P;Q3A;Q3P;Q4A;Q4P;Q5;Q6;Q7A;Q7P;Q8A;Q8P;Q9;Q10;Q11A;Q11P;Q12A;Q12P;Q13A;Q13P;Q14;Latecomer;NewRecruit;WrongClassif;Duplicate
08;97021;3510;9;700;10Q3;1;2;3;2;;2;2;1;1;3;3;3;3;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
08;97021;3510;9;700;12Q1;1;1;1;1;1;1;1;3;2;3;2;3;2;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
08;97049;3510;7;150;05Q1;1;1;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97049;3510;7;150;05Q2;1;2;;2;2;2;2;2;2;3;2;3;2;1;1;2;3;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97049;3510;7;150;06Q1;1;2;2;1;3;1;3;1;2;3;2;3;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97049;3510;7;150;06Q2;1;2;2;2;2;2;2;2;2;3;2;3;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97049;3510;7;150;06Q3;1;2;2;2;2;2;2;;2;3;2;3;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97049;3510;7;150;06Q4;1;2;3;3;2;3;3;1;2;3;3;3;3;1;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97049;3510;7;150;07Q1;2;3;2;3;2;3;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97049;3510;7;150;07Q2;1;2;2;2;2;2;2;1;2;3;3;3;3;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97049;3510;7;150;07Q3;2;3;3;3;2;3;2;;2;3;2;3;2;1;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97068;3510;8;300;08Q3;2;3;3;3;3;3;3;;2;;;3;3;2;2;;;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
08;97068;3510;8;300;08Q4;2;3;3;3;3;3;3;2;2;3;3;3;3;1;1;2;2;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
08;97068;3510;8;300;09Q2;2;3;2;3;2;3;2;;1;3;3;3;3;;1;2;2;2;1;2;1;;FALSE;FALSE;FALSE;FALSE
08;97068;3510;8;300;09Q3;2;2;2;2;2;2;2;;1;1;1;1;1;2;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
08;97068;3510;8;300;09Q4;2;2;;2;;2;;2;1;1;;1;;3;1;3;;3;;3;;2;FALSE;FALSE;FALSE;FALSE
08;97068;3510;8;300;10Q1;1;3;;3;;3;;2;1;2;2;2;;3;1;1;;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
08;97068;3510;8;300;10Q3;1;1;2;1;2;1;2;2;2;3;3;2;3;;1;2;;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
08;97068;3510;8;300;10Q4;1;3;3;3;3;3;3;2;1;1;2;1;2;3;1;1;;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
08;97068;3510;8;300;11Q2;2;3;1;3;1;3;1;;2;3;1;3;1;2;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
08;97068;3510;8;300;11Q3;1;2;;2;;2;;3;1;2;;2;;2;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
08;97068;3510;8;300;12Q1;1;1;;1;;1;;2;1;2;;2;;2;1;1;;1;;2;;2;FALSE;FALSE;FALSE;FALSE
08;97068;3510;8;300;12Q3;1;1;;1;;1;;2;1;1;;1;;2;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
08;97068;3510;8;300;12Q4;1;2;;2;;2;;3;1;2;;2;;2;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
08;97108;3510;5;30;01Q3;2;3;2;3;2;3;3;2;2;3;2;2;2;2;1;2;3;2;3;2;3;2;FALSE;FALSE;FALSE;FALSE
08;97108;3510;5;30;01Q4;2;3;1;3;1;3;1;2;2;3;1;3;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97109;3510;9;700;05Q1;1;2;2;1;1;2;2;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97109;3510;9;700;05Q3;1;2;;2;2;2;2;2;2;3;2;3;2;2;1;2;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97109;3510;9;700;06Q1;1;1;2;1;2;1;2;3;2;2;2;2;2;1;2;2;2;2;2;2;2;3;FALSE;FALSE;FALSE;FALSE
08;97109;3510;9;700;07Q3;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;3;FALSE;FALSE;FALSE;FALSE
08;97110;3510;8;300;06Q3;;;;;;;;;1;2;2;;2;2;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
08;97110;3510;8;300;06Q4;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97110;3510;8;300;07Q2;;;;;;;;;2;3;3;3;3;2;2;3;3;3;3;2;3;2;FALSE;FALSE;FALSE;FALSE
08;97110;3510;8;300;07Q3;;;;;;;;;2;3;1;3;1;2;2;3;1;3;1;3;1;1;FALSE;FALSE;FALSE;FALSE
08;97110;3510;8;300;08Q1;;;;;;;;;2;3;2;3;2;2;;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
08;97110;3510;8;300;08Q2;2;3;3;3;3;3;2;2;2;3;3;3;3;2;2;3;3;3;3;3;3;1;FALSE;FALSE;FALSE;FALSE
08;97110;3510;8;300;08Q3;2;3;3;3;3;3;3;1;2;3;3;3;3;1;2;3;3;3;3;3;3;1;FALSE;FALSE;FALSE;FALSE
08;97207;3510;8;300;01Q2;2;2;1;2;1;3;1;1;1;1;2;1;2;2;2;3;2;3;2;3;2;1;FALSE;FALSE;FALSE;FALSE
08;97207;3510;8;300;01Q3;2;3;2;3;3;2;3;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97207;3510;8;300;01Q4;1;1;2;1;2;1;2;3;1;2;2;2;2;3;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
08;97207;3510;8;300;02Q1;1;2;2;1;3;1;2;3;2;3;1;3;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97207;3510;8;300;02Q2;2;3;1;3;2;3;2;3;1;1;2;1;2;3;1;2;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
08;97207;3510;8;300;02Q3;2;3;1;3;1;3;1;3;1;1;2;1;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
08;97207;3510;8;300;02Q4;1;2;2;3;2;3;2;3;1;1;2;1;2;3;1;2;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
08;97207;3510;8;300;03Q1;1;2;2;2;2;2;1;3;1;1;2;1;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97207;3510;8;300;03Q2;1;2;1;2;1;2;1;3;1;1;1;1;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97207;3510;8;300;03Q3;1;1;2;1;2;1;2;2;1;1;2;1;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
08;97207;3510;8;300;03Q4;1;2;1;1;1;1;1;2;2;3;1;3;1;1;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
08;97207;3510;8;300;07Q3;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;3;2;3;2;3;FALSE;FALSE;FALSE;FALSE
08;97207;3510;8;300;07Q4;1;2;3;2;3;2;3;;1;2;3;2;3;2;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
08;97207;3510;8;300;09Q4;1;3;1;3;1;2;1;2;1;3;1;3;1;3;1;2;2;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97222;3510;4;15;05Q1;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97231;3510;3;7;01Q3;2;3;2;3;2;3;2;1;1;2;2;3;2;1;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
08;97231;3510;3;7;01Q4;1;3;;3;;3;;3;2;3;;3;;3;2;3;;3;;3;;3;FALSE;FALSE;FALSE;FALSE
08;97231;3510;3;7;02Q1;1;2;3;1;3;2;3;2;1;2;1;2;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97231;3510;3;7;02Q2;1;2;3;3;3;3;3;2;1;2;2;2;;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
08;97231;3510;3;7;03Q1;2;3;2;3;2;3;3;2;2;3;2;3;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97231;3510;3;7;03Q2;1;3;2;3;2;3;2;3;2;3;;3;;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97231;3510;3;7;03Q3;1;2;1;2;1;3;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97231;3510;3;7;03Q4;1;2;1;1;1;2;1;2;2;3;2;3;2;1;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
08;97231;3510;3;7;04Q1;1;2;2;2;2;2;2;2;2;3;2;3;2;3;1;2;2;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97231;3510;3;7;05Q2;1;1;1;1;1;1;1;2;2;3;3;3;3;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
08;97231;3510;3;7;05Q3;1;1;1;1;1;1;1;2;2;3;3;3;3;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97231;3510;3;7;06Q3;1;1;2;1;;1;;2;1;1;2;1;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
08;97231;3510;3;7;07Q3;1;3;3;3;3;3;3;3;2;3;3;3;3;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97231;3510;3;7;08Q1;2;3;3;3;3;3;3;3;2;3;3;3;3;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;01Q2;;;;;;;;;1;2;;2;;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;01Q3;;;;;;;;;1;2;2;2;2;1;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;01Q4;;;;;;;;;1;1;2;2;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;02Q1;;;;;;;;;1;1;2;1;;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;02Q2;;;;;;;;;1;2;1;2;1;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;02Q3;;;;;;;;;1;1;2;1;2;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;02Q4;;;;;;;;;1;3;3;3;3;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;03Q1;;;;;;;;;1;2;;2;;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;03Q2;;;;;;;;;1;1;1;1;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;03Q3;;;;;;;;;1;1;2;1;2;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;03Q4;;;;;;;;;1;1;2;1;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;04Q1;;;;;;;;;1;2;2;2;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;04Q2;;;;;;;;;1;1;;1;2;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;04Q3;;;;;;;;;1;2;1;2;1;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;04Q4;;;;;;;;;1;2;2;2;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;05Q1;;;;;;;;;1;2;2;2;2;1;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;05Q2;;;;;;;;;1;2;2;2;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;05Q3;;;;;;;;;1;3;2;3;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;06Q1;;;;;;;;;2;3;2;3;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;06Q2;;;;;;;;;2;3;3;3;3;1;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;06Q3;;;;;;;;;2;3;;3;3;1;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;06Q4;;;;;;;;;2;3;2;3;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97281;3510;6;70;07Q1;;;;;;;;;2;3;3;3;3;1;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97292;3510;9;700;01Q2;1;2;1;2;1;2;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97292;3510;9;700;01Q4;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;3;2;3;2;3;2;1;FALSE;FALSE;FALSE;FALSE
08;97292;3510;9;700;02Q1;1;2;3;2;3;3;3;2;2;2;1;3;1;2;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
08;97292;3510;9;700;02Q2;1;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
08;97292;3510;9;700;02Q3;2;3;1;3;1;2;2;2;1;2;1;2;1;2;2;3;1;3;1;2;1;2;FALSE;FALSE;FALSE;FALSE
08;97292;3510;9;700;02Q4;1;1;2;2;2;2;2;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97292;3510;9;700;03Q1;1;2;1;2;2;3;2;2;1;2;1;2;2;3;1;2;1;2;2;3;2;2;FALSE;FALSE;FALSE;FALSE
08;97292;3510;9;700;03Q2;2;3;2;3;3;3;3;1;1;3;3;2;2;1;1;1;;1;;2;;2;FALSE;FALSE;FALSE;FALSE
08;97292;3510;9;700;03Q3;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
08;97292;3510;9;700;04Q1;1;1;;1;;1;;2;1;2;;2;;2;1;2;;2;;2;2;2;FALSE;FALSE;FALSE;FALSE
08;97292;3510;9;700;04Q2;2;1;;2;;2;;3;1;1;;2;;2;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
08;97292;3510;9;700;04Q4;1;1;2;1;2;1;2;2;1;2;2;2;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
08;97292;3510;9;700;05Q2;1;2;;2;;2;;2;1;2;;3;;2;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
08;97350;3510;1;1;01Q3;2;3;3;3;3;3;3;2;1;3;3;3;3;2;1;3;3;3;3;3;3;1;FALSE;FALSE;FALSE;FALSE
08;97350;3510;1;1;01Q4;2;2;3;3;3;3;3;1;1;1;2;1;2;3;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
08;97350;3510;1;1;02Q2;2;3;2;3;2;3;2;2;1;3;2;2;2;3;1;3;;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
08;97350;3510;1;1;06Q3;1;2;1;2;2;2;2;3;2;3;2;3;2;3;1;1;;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
08;97350;3510;1;1;07Q3;1;1;1;1;1;1;1;3;1;2;2;2;2;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
08;97350;3510;9;700;08Q3;1;1;1;1;1;1;1;3;2;3;3;3;3;1;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
08;97350;3510;9;700;09Q4;2;3;2;3;2;3;2;1;2;3;2;3;2;1;1;1;;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
08;97350;3510;9;700;10Q4;2;3;2;3;2;2;2;3;1;2;2;1;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
08;97350;3510;9;700;12Q1;1;1;1;1;1;1;1;3;1;2;2;2;2;1;1;1;2;1;1;2;1;2;FALSE;FALSE;FALSE;FALSE
09;31472;3510;7;150;01Q4;1;2;2;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
09;31472;3510;7;150;02Q2;2;3;3;3;3;3;3;2;1;2;1;2;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
09;31472;3510;7;150;02Q3;1;1;2;1;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
09;31472;3510;7;150;03Q3;1;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
09;31472;3510;7;150;04Q4;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;2;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
09;36273;3510;6;70;04Q3;;;;;;;;;1;2;2;;;3;;;;;;;;;FALSE;TRUE;FALSE;FALSE
09;53313;3510;5;30;01Q3;2;3;3;3;3;3;3;1;2;2;2;2;2;1;2;2;2;2;2;2;;1;FALSE;FALSE;FALSE;FALSE
09;53313;3510;5;30;01Q4;2;3;2;3;2;3;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
09;53313;3510;5;30;02Q1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;;;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
09;53313;3510;5;30;02Q2;2;3;2;3;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
09;53313;3510;5;30;02Q3;2;3;3;3;3;3;3;2;2;3;3;3;3;3;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
09;53313;3510;5;30;02Q4;2;3;2;3;2;3;2;1;2;2;2;2;2;2;2;3;2;3;2;3;2;1;FALSE;FALSE;FALSE;FALSE
09;53523;3510;9;700;01Q4;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
09;53523;3510;9;700;02Q1;1;;;1;1;1;1;2;1;;;1;1;2;1;;;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
09;53523;3510;9;700;02Q2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
09;53523;3510;9;700;02Q4;1;2;2;2;2;3;3;1;1;2;2;2;2;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
09;53523;3510;9;700;03Q2;2;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;FALSE;FALSE;FALSE;FALSE
09;53523;3510;9;700;03Q3;1;3;3;3;2;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
09;53523;3510;9;700;04Q1;1;1;1;1;1;1;1;1;1;3;2;3;2;1;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
09;53523;3510;9;700;04Q2;2;2;1;1;1;1;1;2;2;3;3;3;3;1;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
09;53523;3510;9;700;04Q3;1;2;2;1;1;1;1;3;2;3;2;3;2;1;1;2;2;1;1;2;2;2;FALSE;FALSE;FALSE;FALSE
09;53523;3510;9;700;04Q4;1;1;1;1;1;1;1;2;1;3;2;3;2;2;1;1;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
09;53650;3510;6;70;01Q2;2;3;1;2;2;3;2;1;2;3;1;3;1;3;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
09;53650;3510;6;70;01Q3;2;3;1;3;1;3;1;2;2;3;3;3;3;2;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
09;53650;3510;6;70;02Q1;2;2;1;2;1;2;1;3;2;2;1;2;1;3;2;3;1;3;1;3;1;2;FALSE;FALSE;FALSE;FALSE
09;53650;3510;6;70;02Q2;1;2;1;2;1;2;1;3;2;1;2;1;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
09;53650;3510;6;70;02Q3;2;2;1;3;1;3;1;1;1;1;2;1;2;3;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
09;53650;3510;6;70;02Q4;1;2;3;2;3;2;3;2;1;2;3;2;3;3;1;2;3;2;3;2;3;2;FALSE;FALSE;FALSE;FALSE
09;53650;3510;6;70;03Q1;1;2;1;2;1;2;1;1;1;1;1;1;1;3;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
09;53650;3510;6;70;03Q4;1;1;2;1;2;1;2;3;1;1;2;1;2;2;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
09;53650;3510;6;70;04Q1;1;1;2;1;2;1;2;3;1;1;2;1;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
09;53650;3510;6;70;04Q2;1;1;2;1;2;1;2;3;1;1;2;1;2;3;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
09;53650;3510;6;70;04Q3;1;2;2;2;2;3;2;3;1;1;2;1;2;2;1;3;1;3;1;3;1;2;FALSE;FALSE;FALSE;FALSE
09;53650;3510;6;70;04Q4;1;2;3;2;3;2;3;3;1;1;2;1;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
09;97049;3510;7;150;01Q3;2;3;3;3;3;3;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
09;97049;3510;7;150;01Q4;2;3;2;3;2;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
09;97049;3510;7;150;02Q1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
09;97049;3510;7;150;02Q2;2;3;2;3;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
09;97049;3510;7;150;02Q3;2;3;2;3;2;3;2;2;2;3;2;3;2;2;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
09;97049;3510;7;150;02Q4;2;3;3;3;3;3;3;1;1;2;2;2;2;2;2;3;3;3;3;3;3;1;FALSE;FALSE;FALSE;FALSE
09;97049;3510;7;150;03Q1;2;3;2;3;2;3;2;1;1;2;2;2;2;2;2;3;2;3;2;3;2;1;FALSE;FALSE;FALSE;FALSE
09;97049;3510;7;150;03Q2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
09;97049;3510;7;150;03Q4;2;2;2;3;3;3;3;1;2;3;3;3;3;1;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
09;97049;3510;7;150;04Q3;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
09;97049;3510;7;150;04Q4;1;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
09;97109;3510;9;700;01Q4;2;3;2;3;3;2;2;2;2;2;2;3;3;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
09;97109;3510;9;700;03Q4;1;2;;3;;3;;2;1;1;;2;;1;1;1;;1;;2;;2;FALSE;FALSE;FALSE;FALSE
09;97222;3510;4;15;01Q2;2;3;1;3;1;3;1;1;2;3;2;3;2;1;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
09;97222;3510;4;15;01Q3;2;3;2;3;2;;2;2;2;3;2;3;2;2;2;3;1;2;1;1;2;2;FALSE;FALSE;FALSE;FALSE
09;97222;3510;4;15;01Q4;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;2;3;3;3;2;FALSE;FALSE;FALSE;FALSE
09;97222;3510;4;15;02Q2;2;2;1;2;1;2;1;1;2;1;2;2;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
09;97222;3510;4;15;02Q3;2;3;1;3;1;3;1;2;1;3;1;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
09;97222;3510;4;15;02Q4;2;3;1;3;1;3;1;1;1;2;2;2;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
09;97222;3510;4;15;03Q1;2;3;1;3;1;3;1;1;1;2;2;3;2;2;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
09;97222;3510;4;15;03Q3;2;3;1;3;1;3;1;1;2;3;2;3;2;1;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
09;97222;3510;4;15;04Q2;1;2;3;2;3;2;3;3;2;3;1;3;1;2;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
09;97222;3510;4;15;04Q4;1;2;2;1;2;1;2;2;2;3;3;3;3;2;1;1;2;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;10628;3510;8;300;13Q1;1;2;2;2;2;;;2;1;2;1;2;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;10630;3510;5;30;13Q1;;;;;;;;;1;1;;1;;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;10631;3510;8;300;13Q1;;;;;;;;;1;1;1;2;1;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
06;10640;3510;9;700;13Q1;1;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
05;10646;3510;9;700;13Q1;1;1;;1;;1;;;1;1;;1;;2;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
05;10648;3510;8;300;13Q1;1;3;2;3;2;2;2;3;1;1;1;1;1;2;2;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;10793;3510;9;700;13Q1;1;3;2;2;2;3;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;11208;3510;1;1;13Q1;1;2;2;3;1;3;1;2;1;2;1;3;1;2;1;1;1;2;2;1;1;2;FALSE;FALSE;FALSE;FALSE
02;11238;3510;8;300;13Q1;1;2;2;2;2;2;2;2;1;1;2;1;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;13020;3510;1;1;13Q1;1;1;1;1;1;1;1;2;2;3;1;3;1;1;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;13207;3510;9;700;13Q1;2;2;2;2;2;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
