"";"Date";"Datum";"Sector";"id";"sector";"weight";"factor";"factorn";"Q1";"Q2A";"Q2P";"Q3A";"Q3P";"Q4A";"Q4P";"Q5A";"Q5P";"Q6A";"Q6P";"eQ2";"eQ3";"eQ4";"eQ5";"eQ6"
"7420";"2010Q2";2010-06-30;"Services";"36941";"7020";6;0,9;0,00714285714285714;1;0;NA;0;0;0;0;-1;0;NA;NA;NA;0;1;0;NA
"7526";"2010Q3";2010-09-30;"Services";"36941";"7020";6;0,9;0,00731707317073171;1;1;NA;0;1;1;0;0;0;NA;NA;NA;0;1;1;NA
"7625";"2010Q4";2010-12-31;"Services";"36941";"7020";6;0,9;0,00743801652892562;1;1;NA;1;0;1;0;1;0;NA;NA;NA;0;0;0;NA
"9414";"2015Q2";2015-06-30;"Services";"36941";"7020";6;0,9;0,00452261306532663;1;1;0;0;0;0;0;0;0;NA;NA;1;1;0;1;NA
"9513";"2015Q3";2015-09-30;"Services";"36941";"7020";6;0,9;0,00731707317073171;1;1;0;1;0;0;0;1;0;NA;NA;1;1;0;1;NA
"9612";"2015Q4";2015-12-31;"Services";"36941";"7020";6;0,9;0,00584415584415584;1;1;0;1;0;0;0;1;1;NA;NA;1;0;0;-1;NA
"5438";"2005Q2";2005-06-30;"Services";"36855";"7040";6;0,9;0,01125;1;-1;NA;0;1;1;0;0;0;NA;NA;NA;-1;0;0;NA
"5439";"2005Q2";2005-06-30;"Services";"36557";"7040";9;1,35;0,016875;1;0;NA;1;1;0;-1;1;1;NA;NA;NA;0;1;0;NA
"5440";"2005Q2";2005-06-30;"Services";"36701";"7040";9;1,35;0,016875;-1;-1;NA;-1;0;-1;-1;-1;NA;NA;NA;NA;1;1;NA;NA
"5718";"2006Q1";2006-03-31;"Services";"36701";"7040";9;1,35;0,0313953488372093;1;0;NA;1;1;1;0;1;0;NA;NA;NA;0;1;0;NA
"5821";"2006Q2";2006-06-30;"Services";"36701";"7040";9;1,35;0,09;1;0;NA;1;0;1;0;0;0;NA;NA;NA;1;1;1;NA
"5922";"2006Q3";2006-09-30;"Services";"36701";"7040";9;1,35;0,058695652173913;1;0;NA;1;0;1;0;1;0;NA;NA;NA;1;0;1;NA
"6022";"2006Q4";2006-12-31;"Services";"36701";"7040";9;1,35;0,0482142857142857;1;0;NA;1;1;0;0;1;1;NA;NA;NA;0;0;0;NA
"6121";"2007Q1";2007-03-31;"Services";"36701";"7040";9;1,35;0,0346153846153846;1;0;NA;1;1;0;0;1;1;NA;NA;NA;0;1;0;NA
"6220";"2007Q2";2007-06-30;"Services";"36701";"7040";9;1,35;0,05;1;0;NA;1;0;1;0;1;0;NA;NA;NA;1;1;1;NA
"6323";"2007Q3";2007-09-30;"Services";"36701";"7040";9;1,35;0,05625;1;0;NA;1;1;1;1;1;1;NA;NA;NA;0;0;-1;NA
"6423";"2007Q4";2007-12-31;"Services";"36701";"7040";9;1,35;0,058695652173913;1;0;NA;1;0;1;0;0;-1;NA;NA;NA;1;1;2;NA
"6919";"2009Q1";2009-03-31;"Services";"36701";"7040";9;1,35;0,09;1;1;NA;0;-1;NA;-1;0;-1;NA;NA;NA;2;2;2;NA
"7020";"2009Q2";2009-06-30;"Services";"36701";"7040";9;1,35;0,09;1;1;NA;1;-1;1;0;1;-1;NA;NA;NA;0;0;0;NA
"7323";"2010Q1";2010-03-31;"Services";"36701";"7040";9;1,35;0,15;-1;0;NA;0;0;0;0;-1;0;NA;NA;NA;-1;0;-1;NA
"7527";"2010Q3";2010-09-30;"Services";"36701";"7040";9;1,35;0,09;-1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;-1;-1;-1;NA
"7819";"2011Q2";2011-06-30;"Services";"36701";"7040";9;1,35;0,09;-1;0;NA;-1;-1;-1;-1;0;1;NA;NA;NA;2;0;0;NA
"8222";"2012Q2";2012-06-30;"Services";"36701";"7040";9;1,35;0,09;1;0;NA;-1;0;-1;0;1;0;NA;NA;NA;0;0;0;NA
"8317";"2012Q3";2012-09-30;"Services";"36701";"7040";9;1,35;0,09;1;0;-1;0;-1;0;0;0;0;NA;NA;2;2;0;1;NA
"8610";"2013Q2";2013-06-30;"Services";"36701";"7040";9;1,35;0,09;1;0;0;1;0;0;0;0;0;NA;NA;0;1;0;1;NA
"8712";"2013Q3";2013-09-30;"Services";"36701";"7040";9;1,35;0,09;1;0;0;1;0;0;0;1;0;NA;NA;0;0;0;0;NA
"8816";"2013Q4";2013-12-31;"Services";"36701";"7040";9;1,35;0,09;1;0;0;0;1;0;0;0;1;NA;NA;0;-1;0;0;NA
"899";"2014Q1";2014-03-31;"Services";"36701";"7040";9;1,35;0,09;1;0;0;0;0;0;-1;1;0;NA;NA;-1;-1;1;-1;NA
"9010";"2014Q2";2014-06-30;"Services";"36701";"7040";9;1,35;0,15;1;-1;1;-1;1;0;0;-1;1;NA;NA;-1;-1;0;-1;NA
"9312";"2015Q1";2015-03-31;"Services";"36701";"7040";9;1,35;0,09;1;0;0;0;0;0;0;1;0;NA;NA;1;1;1;1;NA
"9415";"2015Q2";2015-06-30;"Services";"36701";"7040";9;1,35;0,09;1;1;0;1;0;1;0;1;0;NA;NA;1;1;0;1;NA
"9514";"2015Q3";2015-09-30;"Services";"36701";"7040";9;1,35;0,15;1;1;0;1;0;0;0;1;0;NA;NA;1;1;0;1;NA
"9613";"2015Q4";2015-12-31;"Services";"36701";"7040";9;1,35;0,15;1;1;0;1;0;0;0;1;0;NA;NA;1;1;0;1;NA
"979";"2016Q1";2016-03-31;"Services";"36701";"7040";9;1,35;0,15;1;1;0;1;0;0;0;1;0;NA;NA;-1;0;0;-1;NA
"5441";"2005Q2";2005-06-30;"Services";"37046";"7040";6;0,9;0,01125;1;0;NA;1;1;0;0;1;1;NA;NA;NA;-1;0;-1;NA
"6524";"2008Q1";2008-03-31;"Services";"37001";"7040";6;0,9;0,0375;-1;1;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;1;1;0;NA
"6820";"2008Q4";2008-12-31;"Services";"37001";"7040";6;0,9;0,0818181818181818;-1;1;NA;-1;-1;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"6920";"2009Q1";2009-03-31;"Services";"37001";"7040";6;0,9;0,06;-1;1;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;0;0;0;NA
"7021";"2009Q2";2009-06-30;"Services";"37001";"7040";6;0,9;0,06;-1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;1;0;NA
"7122";"2009Q3";2009-09-30;"Services";"37001";"7040";6;0,9;0,06;-1;-1;NA;-1;0;0;-1;-1;-1;NA;NA;NA;-1;1;0;NA
"7820";"2011Q2";2011-06-30;"Services";"37001";"7040";6;0,9;0,06;-1;0;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"8223";"2012Q2";2012-06-30;"Services";"37001";"7040";6;0,9;0,06;1;NA;NA;0;0;0;0;0;0;NA;NA;NA;0;-1;-1;NA
"8318";"2012Q3";2012-09-30;"Services";"37001";"7040";6;0,9;0,06;1;1;0;0;0;-1;0;-1;0;NA;NA;0;1;1;-1;NA
"8513";"2013Q1";2013-03-31;"Services";"37001";"7040";6;0,9;0,15;-1;NA;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;0;1;0;NA
"8611";"2013Q2";2013-06-30;"Services";"37001";"7040";6;0,9;0,06;-1;NA;NA;-1;-1;0;0;-1;-1;NA;NA;NA;1;0;0;NA
"8713";"2013Q3";2013-09-30;"Services";"37001";"7040";6;0,9;0,06;-1;NA;NA;0;0;0;0;-1;0;NA;NA;NA;0;0;0;NA
"8817";"2013Q4";2013-12-31;"Services";"37001";"7040";6;0,9;0,06;NA;NA;-1;0;-1;0;-1;0;-1;NA;NA;NA;1;1;0;NA
"9213";"2014Q4";2014-12-31;"Services";"37001";"7040";6;0,9;0,15;-1;0;-1;0;-1;0;-1;-1;-1;NA;NA;NA;1;1;0;NA
"5442";"2005Q2";2005-06-30;"Services";"36761";"7040";9;1,35;0,016875;1;1;NA;0;0;0;0;0;-1;NA;NA;NA;-1;0;0;NA
"5923";"2006Q3";2006-09-30;"Services";"36761";"7040";9;1,35;0,058695652173913;1;0;NA;1;1;1;1;1;1;NA;NA;NA;0;0;0;NA
"6023";"2006Q4";2006-12-31;"Services";"36761";"7040";9;1,35;0,0482142857142857;1;0;NA;1;1;1;1;1;1;NA;NA;NA;-1;-1;-1;NA
"6122";"2007Q1";2007-03-31;"Services";"36761";"7040";9;1,35;0,0346153846153846;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;1;1;NA
"6221";"2007Q2";2007-06-30;"Services";"36761";"7040";9;1,35;0,05;1;0;NA;0;0;1;0;1;0;NA;NA;NA;0;0;0;NA
"6324";"2007Q3";2007-09-30;"Services";"36761";"7040";9;1,35;0,05625;1;0;NA;0;0;0;0;0;0;NA;NA;NA;1;1;1;NA
"5443";"2005Q2";2005-06-30;"Services";"36480";"7040";9;1,35;0,016875;1;-1;NA;1;1;0;0;1;1;NA;NA;NA;0;0;0;NA
"6123";"2007Q1";2007-03-31;"Services";"36480";"7040";9;1,35;0,0346153846153846;1;0;NA;1;1;1;1;0;0;NA;NA;NA;-1;0;0;NA
"6525";"2008Q1";2008-03-31;"Services";"36480";"7040";9;1,35;0,05625;1;1;NA;1;-1;1;0;0;-1;NA;NA;NA;2;1;1;NA
"6622";"2008Q2";2008-06-30;"Services";"36480";"7040";9;1,35;0,0675;1;0;NA;1;0;1;0;0;0;NA;NA;NA;0;0;0;NA
"5719";"2006Q1";2006-03-31;"Services";"36663";"7050";3;0,45;0,0121621621621622;-1;0;NA;0;0;0;0;0;0;NA;NA;NA;-1;0;-1;NA
"6024";"2006Q4";2006-12-31;"Services";"36663";"7050";3;0,45;0,0195652173913043;1;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA
"6124";"2007Q1";2007-03-31;"Services";"36663";"7050";3;0,45;0,0140625;1;0;NA;0;0;0;0;0;0;NA;NA;NA;1;0;0;NA
"7421";"2010Q2";2010-06-30;"Services";"36663";"7050";3;0,45;0,05625;1;0;NA;1;0;1;0;0;1;NA;NA;NA;1;0;-1;NA
"8020";"2011Q4";2011-12-31;"Services";"36663";"7050";3;0,45;0,0346153846153846;-1;-1;NA;-1;-1;-1;0;-1;-1;NA;NA;NA;1;0;1;NA
"8118";"2012Q1";2012-03-31;"Services";"36663";"7050";3;0,45;0,15;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"8224";"2012Q2";2012-06-30;"Services";"36663";"7050";3;0,45;0,05625;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"8319";"2012Q3";2012-09-30;"Services";"36663";"7050";3;0,45;0,05625;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"8410";"2012Q4";2012-12-31;"Services";"36663";"7050";3;0,45;0,05625;1;0;0;0;0;0;0;0;1;NA;NA;0;0;1;-1;NA
"8612";"2013Q2";2013-06-30;"Services";"36663";"7050";3;0,45;0,05625;1;NA;NA;0;0;0;0;0;0;NA;NA;NA;-1;0;0;NA
"9114";"2014Q3";2014-09-30;"Services";"36663";"7050";3;0,45;0,15;1;NA;NA;1;1;0;0;1;1;NA;NA;NA;-2;0;-2;NA
"9214";"2014Q4";2014-12-31;"Services";"36663";"7050";3;0,45;0,15;-1;NA;NA;-1;0;0;0;-1;0;NA;NA;NA;1;0;0;NA
"5444";"2005Q2";2005-06-30;"Services";"36590";"7050";9;1,35;0,0794117647058823;1;0;NA;1;1;0;0;1;1;NA;NA;NA;-2;0;-2;NA
"5720";"2006Q1";2006-03-31;"Services";"36590";"7050";9;1,35;0,0364864864864865;-1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;1;0;0;NA
"6125";"2007Q1";2007-03-31;"Services";"36590";"7050";9;1,35;0,0421875;1;0;NA;0;0;0;0;1;1;NA;NA;NA;-1;0;-1;NA
"6222";"2007Q2";2007-06-30;"Services";"36590";"7050";9;1,35;0,05;1;0;NA;-1;0;0;0;0;0;NA;NA;NA;-1;0;-1;NA
"6325";"2007Q3";2007-09-30;"Services";"36590";"7050";9;1,35;0,0964285714285714;-1;-1;NA;-1;1;0;0;-1;0;NA;NA;NA;-1;0;-1;NA
"5445";"2005Q2";2005-06-30;"Services";"36896";"7060";6;0,9;0,0272727272727273;1;0;NA;1;0;1;0;1;0;NA;NA;NA;1;0;1;NA
"7722";"2011Q1";2011-03-31;"Services";"36896";"7060";6;0,9;0,0391304347826087;1;0;NA;1;1;0;0;0;0;NA;NA;NA;0;0;0;NA
"5446";"2005Q2";2005-06-30;"Services";"36972";"7060";9;1,35;0,0409090909090909;-1;1;NA;1;0;-1;-1;1;1;NA;NA;NA;1;0;-1;NA
"8225";"2012Q2";2012-06-30;"Services";"36972";"7060";9;1,35;0,05625;1;-1;NA;1;1;-1;0;1;1;NA;NA;NA;0;0;0;NA
"5447";"2005Q2";2005-06-30;"Services";"36923";"7060";9;1,35;0,0409090909090909;1;-1;NA;0;1;-1;0;1;1;NA;NA;NA;-2;-1;-2;NA
"6623";"2008Q2";2008-06-30;"Services";"36878";"7060";9;1,35;0,046551724137931;1;1;NA;1;-1;1;0;1;-1;NA;NA;NA;2;1;2;NA
"6721";"2008Q3";2008-09-30;"Services";"36878";"7060";9;1,35;0,0794117647058823;1;1;NA;1;-1;1;0;1;-1;NA;NA;NA;0;0;1;NA
"6821";"2008Q4";2008-12-31;"Services";"36878";"7060";9;1,35;0,0613636363636364;1;1;NA;-1;-1;0;0;0;-1;NA;NA;NA;0;-1;0;NA
"6921";"2009Q1";2009-03-31;"Services";"36878";"7060";9;1,35;0,05;1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"7022";"2009Q2";2009-06-30;"Services";"36878";"7060";9;1,35;0,0613636363636364;1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;1;NA
"7123";"2009Q3";2009-09-30;"Services";"36878";"7060";9;1,35;0,0794117647058823;1;0;NA;-1;-1;-1;-1;0;0;NA;NA;NA;0;0;-1;NA
"7422";"2010Q2";2010-06-30;"Services";"36878";"7060";9;1,35;0,0794117647058823;1;1;NA;1;1;1;1;1;1;NA;NA;NA;0;0;0;NA
"7528";"2010Q3";2010-09-30;"Services";"36878";"7060";9;1,35;0,0794117647058823;1;1;NA;1;1;1;1;1;1;NA;NA;NA;0;-1;0;NA
"7626";"2010Q4";2010-12-31;"Services";"36878";"7060";9;1,35;0,0613636363636364;1;1;NA;1;1;0;0;1;1;NA;NA;NA;0;0;0;NA
"5448";"2005Q2";2005-06-30;"Services";"36758";"7070";1;0,15;0,00283018867924528;-1;-1;NA;-1;0;0;0;0;0;NA;NA;NA;-1;NA;NA;NA
"5924";"2006Q3";2006-09-30;"Services";"36758";"7070";1;0,15;0,00405405405405405;-1;0;NA;-1;0;NA;NA;NA;NA;NA;NA;NA;-1;NA;NA;NA
"7124";"2009Q3";2009-09-30;"Services";"36758";"7070";1;0,15;0,00375;-1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;0;0;-1;NA
"7223";"2009Q4";2009-12-31;"Services";"36758";"7070";1;0,15;0,00454545454545455;-1;-1;NA;0;0;0;0;-1;-1;NA;NA;NA;-1;0;0;NA
"7324";"2010Q1";2010-03-31;"Services";"36758";"7070";1;0,15;0,00535714285714286;-1;0;NA;-1;-1;0;0;-1;-1;NA;NA;NA;1;NA;0;NA
"7821";"2011Q2";2011-06-30;"Services";"36758";"7070";1;0,15;0,00535714285714286;-1;-1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"5449";"2005Q2";2005-06-30;"Services";"36769";"7070";8;1,2;0,0226415094339623;1;0;NA;1;0;1;0;0;0;NA;NA;NA;1;1;1;NA
"5721";"2006Q1";2006-03-31;"Services";"36769";"7070";8;1,2;0,025;1;-1;NA;0;0;1;1;-1;0;NA;NA;NA;1;0;0;NA
"5822";"2006Q2";2006-06-30;"Services";"36769";"7070";8;1,2;0,0206896551724138;1;-1;NA;1;0;1;1;0;0;NA;NA;NA;1;0;0;NA
"5925";"2006Q3";2006-09-30;"Services";"36769";"7070";8;1,2;0,0324324324324324;1;0;NA;1;0;1;0;0;0;NA;NA;NA;0;1;0;NA
"6025";"2006Q4";2006-12-31;"Services";"36769";"7070";8;1,2;0,0266666666666667;1;0;NA;0;0;1;0;0;-1;NA;NA;NA;1;1;2;NA
"6126";"2007Q1";2007-03-31;"Services";"36769";"7070";8;1,2;0,0375;1;0;NA;1;0;1;0;1;0;NA;NA;NA;1;1;-1;NA
"6223";"2007Q2";2007-06-30;"Services";"36769";"7070";8;1,2;0,03;1;0;NA;1;0;1;0;-1;0;NA;NA;NA;1;1;-1;NA
"6326";"2007Q3";2007-09-30;"Services";"36769";"7070";8;1,2;0,0285714285714286;1;0;NA;1;0;1;0;-1;0;NA;NA;NA;1;1;0;NA
"6424";"2007Q4";2007-12-31;"Services";"36769";"7070";8;1,2;0,0292682926829268;1;0;NA;1;0;1;0;0;0;NA;NA;NA;0;NA;NA;NA
"6526";"2008Q1";2008-03-31;"Services";"36769";"7070";8;1,2;0,0631578947368421;1;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA
"6624";"2008Q2";2008-06-30;"Services";"36769";"7070";8;1,2;0,0375;1;0;NA;0;1;0;0;-1;-1;NA;NA;NA;-2;0;0;NA
"6722";"2008Q3";2008-09-30;"Services";"36769";"7070";8;1,2;0,0461538461538461;-1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;-1;0;-1;NA
"6822";"2008Q4";2008-12-31;"Services";"36769";"7070";8;1,2;0,0324324324324324;-1;1;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;0;0;NA;NA
"6922";"2009Q1";2009-03-31;"Services";"36769";"7070";8;1,2;0,0444444444444444;-1;1;NA;-1;-1;-1;0;NA;NA;NA;NA;NA;0;0;NA;NA
"7023";"2009Q2";2009-06-30;"Services";"36769";"7070";8;1,2;0,0444444444444444;-1;1;NA;-1;0;0;-1;-1;-1;NA;NA;NA;-1;1;0;NA
"7125";"2009Q3";2009-09-30;"Services";"36769";"7070";8;1,2;0,03;-1;0;NA;-1;-1;0;0;-1;-1;NA;NA;NA;0;-1;0;NA
"7224";"2009Q4";2009-12-31;"Services";"36769";"7070";8;1,2;0,0363636363636364;-1;0;NA;-1;0;-1;0;-1;0;NA;NA;NA;0;1;0;NA
"7325";"2010Q1";2010-03-31;"Services";"36769";"7070";8;1,2;0,0428571428571429;1;0;NA;0;0;1;0;0;0;NA;NA;NA;0;0;-1;NA
"7423";"2010Q2";2010-06-30;"Services";"36769";"7070";8;1,2;0,0342857142857143;-1;0;NA;0;0;0;0;-1;-1;NA;NA;NA;-1;0;0;NA
"7529";"2010Q3";2010-09-30;"Services";"36769";"7070";8;1,2;0,0375;-1;0;NA;-1;-1;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"7627";"2010Q4";2010-12-31;"Services";"36769";"7070";8;1,2;0,0461538461538461;-1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;0;0;-1;NA
"7723";"2011Q1";2011-03-31;"Services";"36769";"7070";8;1,2;0,0375;-1;1;NA;0;1;0;0;-1;1;NA;NA;NA;0;0;-1;NA
