Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6,Q7,Q8,Q9,Q10,Q12,Q1AX,Q1PX,Q3AX,Q3PX,Q4AX,Q4PX,Q6bX,Q6cXi,Q6cXii,Q6eX,Q7aX,Q7bX,Q7cX,Q7dX,Latecomer,NewRecruit,WrongClassif,Duplicate
5,41211,5000,1,100,1996Q3,2,3,3,3,3,,,,,1,2,3,1,2,,3,3,3,3,3,3,1,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,50698,5000,1,100,1996Q3,2,2,2,2,2,,,,,1,3,3,3,3,,2,2,2,2,2,2,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80834,5000,1,100,1996Q3,1,1,1,1,1,,,,,,3,2,,1,,1,1,1,1,1,1,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,42310,5000,1,100,1996Q3,1,2,2,3,2,,,,,1,2,3,3,3,,3,2,3,2,3,2,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,44012,5000,1,100,1996Q3,1,1,1,1,2,,,,,1,3,3,,3,,1,2,1,,1,,3,,,1,,,,,FALSE,FALSE,FALSE,FALSE
1,31096,5000,5,100,1996Q3,2,2,3,3,3,,,,,,2,2,1,3,,3,3,2,3,2,3,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80589,5000,1,100,1996Q3,1,1,,1,1,,,,,1,3,3,,2,,2,1,,,,,3,,,2,1,,,,FALSE,FALSE,FALSE,FALSE
8,31255,5000,3,100,1996Q3,2,3,3,2,2,,,,,,3,2,2,2,,2,2,2,2,2,2,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80032,5000,1,100,1996Q3,2,3,3,3,3,,,,,1,3,3,1,1,,3,3,3,3,3,3,2,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,43149,5000,1,100,1996Q3,1,1,1,1,1,,,,,2,3,3,3,1,,1,1,2,1,2,1,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,51902,5000,1,100,1996Q3,1,1,2,2,2,,,,,1,2,3,,2,,2,3,2,3,2,2,3,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,81066,5000,1,100,1996Q3,,1,1,1,1,,,,,1,3,3,,3,,1,1,1,,1,,3,,,3,,,,,FALSE,FALSE,FALSE,FALSE
2,90149,5000,1,100,1996Q3,1,2,1,2,2,,,,,2,3,3,2,1,,1,1,1,1,3,2,2,,,1,,,1,1,FALSE,FALSE,FALSE,FALSE
1,44137,5000,1,100,1996Q3,2,2,2,2,2,,,,,2,2,3,1,2,,2,2,2,2,2,,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,30092,5000,1,100,1996Q3,1,2,2,3,2,,,,,1,2,3,2,3,,3,2,2,,2,,2,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,44097,5000,1,100,1996Q3,2,3,2,3,3,,,,,2,3,2,2,1,,3,3,2,3,2,3,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,40196,5000,1,100,1996Q3,2,3,2,2,2,,,,,2,2,2,1,2,,1,1,3,2,3,2,3,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,50037,5000,1,100,1996Q3,2,2,2,2,2,,,,,1,2,3,1,2,,3,2,2,,1,,2,,,2,,,,,FALSE,FALSE,FALSE,FALSE
1,38008,5000,2,100,1996Q3,2,3,3,3,2,,,,,1,3,3,2,3,,3,2,2,2,2,2,3,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80410,5000,1,100,1996Q3,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,,3,,3,,,2,,,,,FALSE,FALSE,FALSE,FALSE
3,41294,5000,1,100,1996Q3,2,3,,2,2,,,,,1,3,3,2,3,,2,2,2,,2,,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,31174,5000,1,100,1996Q3,2,3,2,1,1,,,,,2,3,3,,1,,1,1,1,1,1,1,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,80137,5000,1,100,1996Q3,1,2,2,2,2,,,,,2,2,3,2,2,,2,2,2,2,2,2,2,,,1,,1,1,1,FALSE,FALSE,FALSE,FALSE
6,31162,5000,1,100,1996Q3,2,2,3,3,3,,,,,2,2,2,,1,,2,2,2,2,3,3,1,,,1,1,2,1,1,FALSE,FALSE,FALSE,FALSE
1,80065,5000,1,100,1996Q3,2,3,3,3,3,,,,,1,1,2,1,2,,3,3,3,3,3,3,2,,,1,2,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80012,5000,1,100,1996Q3,2,3,3,2,2,,,,,1,2,3,1,3,,2,2,3,3,3,3,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,50443,5000,1,100,1996Q3,1,2,2,2,2,,,,,1,2,1,2,2,,2,1,2,,2,,2,,,2,,,1,,FALSE,FALSE,FALSE,FALSE
4,31929,5010,1,100,1996Q3,2,3,2,2,3,,,,,2,2,3,2,2,,3,3,3,3,3,3,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80720,5010,1,100,1996Q3,2,3,3,3,3,,,,,1,1,3,1,3,,3,3,3,3,3,3,1,,,1,,1,1,1,FALSE,FALSE,FALSE,FALSE
2,31474,5010,1,100,1996Q3,2,2,2,1,1,,,,,2,1,2,1,1,,1,1,1,2,1,2,1,,,1,2,2,1,1,FALSE,FALSE,FALSE,FALSE
1,80423,5010,1,100,1996Q3,1,1,2,1,2,,,,,2,2,3,1,2,,1,2,2,2,2,2,1,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,31520,5010,8,100,1996Q3,1,1,2,1,1,,,,,2,1,2,,1,,1,1,2,2,2,2,1,,,1,1,2,1,1,FALSE,FALSE,FALSE,FALSE
2,31407,5010,4,100,1996Q3,2,2,2,2,1,,,,,2,2,3,2,1,,2,1,1,2,1,2,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
3,31243,5010,1,100,1996Q3,2,3,3,3,3,,,,,1,2,2,,3,,3,3,3,3,3,3,2,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,31408,5010,3,100,1996Q3,,3,3,3,3,,,,,1,2,3,1,1,,3,3,2,,2,,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,31358,5010,1,100,1996Q3,2,2,2,2,2,,,,,2,3,2,,2,,3,2,2,1,1,1,2,,,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE
5,53499,5010,1,100,1996Q3,1,1,1,3,3,,,,,1,1,3,1,1,,2,1,2,1,2,3,1,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,74006,5010,1,100,1996Q3,2,1,2,1,2,,,,,2,2,2,1,2,,1,2,1,2,1,2,2,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,44117,5010,1,100,1996Q3,,1,2,1,1,,,,,2,1,3,3,3,,1,1,1,1,1,1,1,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80662,5010,1,100,1996Q3,2,3,3,3,2,,,,,1,2,3,1,3,,3,2,2,3,2,3,2,,,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE
2,31527,5010,1,100,1996Q3,2,3,2,3,,,,,,1,1,1,1,2,,3,,3,,3,,1,,,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE
2,44072,5010,1,100,1996Q3,2,3,3,1,3,,,,,2,3,3,1,3,,1,3,1,,1,,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,31211,5010,1,100,1996Q3,2,3,3,3,3,,,,,2,2,2,2,3,,3,3,2,3,2,3,2,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,31441,5010,1,100,1996Q3,1,2,1,2,2,,,,,2,3,3,,2,,2,2,3,2,3,2,3,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,31567,5010,7,100,1996Q3,1,2,2,2,2,,,,,1,2,1,1,2,,2,2,2,,2,,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80735,5010,1,100,1996Q3,2,3,3,3,3,,,,,1,1,2,1,1,,3,3,3,3,3,3,1,,,1,,,,,FALSE,FALSE,FALSE,FALSE
5,31542,5010,6,100,1996Q3,2,2,3,2,2,,,,,1,2,2,,1,,2,2,1,1,1,1,3,,,1,2,1,2,1,FALSE,FALSE,FALSE,FALSE
5,31479,5010,1,100,1996Q3,,1,2,1,2,,,,,2,1,2,1,2,,1,2,1,2,1,2,1,,,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE
5,44110,5010,1,100,1996Q3,,2,2,2,2,,,,,,3,3,2,3,,2,2,2,2,2,2,3,,,1,,,,,FALSE,FALSE,FALSE,FALSE
1,31523,5010,1,100,1996Q3,2,3,3,1,2,,,,,1,2,3,1,3,,1,2,1,3,1,3,1,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,40625,5010,1,100,1996Q3,,3,3,1,2,,,,,,1,3,3,3,,1,2,2,3,2,3,2,,,3,1,1,1,2,FALSE,FALSE,FALSE,FALSE
6,31374,5010,1,100,1996Q3,1,2,3,2,2,,,,,1,3,3,,3,,2,2,2,,2,,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,31437,5010,1,100,1996Q3,1,2,2,3,2,,,,,2,3,2,,2,,3,2,2,2,2,2,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,80074,5010,1,100,1996Q3,,2,1,3,1,,,,,2,2,3,2,3,,3,1,3,1,3,1,2,,,2,,1,1,1,FALSE,FALSE,FALSE,FALSE
5,44068,5010,1,100,1996Q3,2,3,3,3,3,,,,,1,3,3,1,2,,3,3,3,3,3,3,3,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,51802,5010,1,100,1996Q3,2,2,2,1,1,,,,,2,3,3,1,2,,1,1,2,3,2,3,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,44001,5010,1,100,1996Q3,2,3,3,3,3,,,,,2,3,3,1,2,,3,3,2,2,2,2,3,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,80559,5010,1,100,1996Q3,1,2,2,1,2,,,,,2,3,3,2,2,,1,2,1,2,1,2,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,90224,5010,1,100,1996Q3,2,3,1,1,1,,,,,1,1,2,1,3,,2,1,3,1,3,1,1,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,31011,5010,1,100,1996Q3,1,1,1,3,1,,,,,,3,2,2,2,,3,1,2,1,2,1,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,30149,5010,1,100,1996Q3,2,3,3,3,3,,,,,1,2,2,1,1,,3,3,3,3,3,3,2,,,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE
6,31242,5010,1,100,1996Q3,2,3,3,1,2,,,,,1,3,3,,2,,1,2,3,3,3,3,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,80492,5010,1,100,1996Q3,1,1,1,1,1,,,,,2,2,2,2,2,,1,1,2,,2,,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,42479,5010,1,100,1996Q3,1,3,3,1,1,,,,,1,3,3,2,3,,1,1,3,2,3,2,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,40086,5010,1,100,1996Q3,1,1,2,1,2,,,,,2,2,3,2,3,,1,2,1,2,1,2,1,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,30126,5010,1,100,1996Q3,2,3,2,3,1,,,,,1,2,3,,1,,3,1,2,2,2,2,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,43125,5010,1,100,1996Q3,2,3,2,3,2,,,,,1,2,3,2,3,,3,2,3,,3,,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,31342,5010,4,100,1996Q3,1,2,1,,,,,,,2,3,3,,2,,2,2,2,2,,,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,30400,5010,1,100,1996Q3,1,2,2,1,2,,,,,1,2,2,2,1,,1,2,1,2,1,2,2,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,38009,5010,1,100,1996Q3,2,3,3,3,3,,,,,1,3,3,,2,,3,3,3,3,3,3,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,31443,5010,1,100,1996Q3,2,2,3,2,3,,,,,2,2,3,,3,,2,3,2,3,2,3,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,31493,5010,1,100,1996Q3,2,2,2,1,1,,,,,2,3,3,1,3,,1,1,1,1,1,1,2,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,31478,5010,1,100,1996Q3,1,1,1,2,1,,,,,2,2,3,2,3,,2,1,2,1,2,1,2,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,30162,5010,1,100,1996Q3,1,2,1,2,1,,,,,1,3,1,,3,,2,1,2,1,2,1,3,,,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE
6,31468,5010,2,100,1996Q3,,2,3,3,3,,,,,1,2,2,1,1,,2,2,2,2,3,3,1,,,1,1,2,1,1,FALSE,FALSE,FALSE,FALSE
4,31536,5010,1,100,1996Q3,2,2,2,3,2,,,,,1,2,2,1,3,,3,2,2,2,2,2,1,,,3,1,1,1,2,FALSE,FALSE,FALSE,FALSE
2,90746,5010,1,100,1996Q3,2,3,2,2,2,,,,,2,1,2,1,1,,2,2,1,2,1,2,1,,,1,2,2,1,1,FALSE,FALSE,FALSE,FALSE
5,31488,5010,1,100,1996Q3,2,3,3,3,1,,,,,1,3,2,,2,,3,1,1,1,1,1,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
9,31147,5010,1,100,1996Q3,2,,,3,1,,,,,3,2,3,1,2,,3,1,3,1,3,1,1,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,31369,5010,8,100,1996Q3,2,3,3,3,3,,,,,1,2,3,1,3,,3,3,3,3,3,3,2,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,30818,5010,1,100,1996Q3,2,3,3,3,3,,,,,1,3,3,1,2,,3,3,3,,2,,2,,,1,,,,,FALSE,FALSE,FALSE,FALSE
5,31395,5010,1,100,1996Q3,2,3,3,2,3,,,,,1,2,3,,1,,2,3,2,3,2,3,2,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,31405,5010,1,100,1996Q3,1,1,1,1,1,,,,,2,3,3,,3,,1,1,1,1,1,1,3,,,2,,,,,FALSE,FALSE,FALSE,FALSE
1,80800,5010,1,100,1996Q3,2,3,3,3,2,,,,,1,3,3,,1,,3,2,3,2,3,2,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
9,43226,5010,1,100,1996Q3,2,2,2,2,2,,,,,1,3,2,,3,,2,2,2,,2,,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,90031,5010,1,100,1996Q3,1,1,1,1,1,,,,,1,3,2,2,3,,1,1,2,2,2,2,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,30935,5010,1,100,1996Q3,1,1,1,1,1,,,,,2,2,3,2,1,,1,1,1,1,1,1,1,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80073,5010,1,100,1996Q3,2,3,3,3,3,,,,,1,3,3,,1,,3,3,3,3,3,3,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,81379,5010,1,100,1996Q3,2,3,3,,,,,,,1,3,3,1,2,,2,2,2,,,,3,,,1,1,,1,,FALSE,FALSE,FALSE,FALSE
1,31558,5010,1,100,1996Q3,1,1,2,1,1,,,,,2,2,3,2,3,,1,1,2,2,2,2,2,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,31453,5010,1,100,1996Q3,2,2,3,2,1,,,,,1,2,3,1,2,,2,1,2,1,2,1,2,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
9,41171,5010,1,100,1996Q3,2,2,2,1,2,,,,,2,3,2,2,2,,1,2,3,2,3,2,3,,,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE
1,30996,5010,1,100,1996Q3,2,3,2,2,3,,,,,1,2,3,1,2,,2,3,2,3,2,3,2,,,1,1,1,1,,FALSE,FALSE,FALSE,FALSE
1,31508,5010,1,100,1996Q3,,1,2,1,2,,,,,2,2,2,2,2,,1,2,1,2,1,2,1,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,30829,5010,1,100,1996Q3,,1,1,2,1,,,,,1,2,1,,3,,2,1,3,,3,,3,,,2,,,,,FALSE,FALSE,FALSE,FALSE
1,80609,5010,1,100,1996Q3,2,1,2,2,,,,,,1,1,2,,1,,1,2,,,,,1,,,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
1,31562,5010,1,100,1996Q3,2,2,2,,,,,,,2,3,3,,3,,3,3,3,3,,,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,30028,6000,1,100,1996Q3,2,3,2,3,3,,,,,1,1,2,1,2,,3,3,3,2,3,2,1,,,1,,,,,FALSE,FALSE,FALSE,FALSE
1,80610,6000,1,100,1996Q3,,1,,,,,,,,2,,3,,3,,2,3,1,,,,3,,,1,,,,,FALSE,FALSE,FALSE,FALSE
6,80648,6000,1,100,1996Q3,1,2,2,2,3,,,,,1,3,2,1,1,,2,3,1,3,2,3,3,,,1,,,,1,FALSE,FALSE,FALSE,FALSE
1,31257,6000,1,100,1996Q3,1,3,,2,2,,,,,1,2,3,2,3,,2,2,2,2,2,2,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80711,6000,1,100,1996Q3,,2,,3,,,,,,2,3,3,,2,,2,2,1,,2,,2,,,3,,,,,FALSE,FALSE,FALSE,FALSE
2,40288,6000,1,100,1996Q3,2,3,3,2,3,,,,,2,3,3,,3,,2,3,2,,2,,3,,,2,,,,,FALSE,FALSE,FALSE,FALSE
1,40705,6000,1,100,1996Q3,2,3,2,3,3,,,,,2,1,3,3,3,,3,3,3,3,3,3,1,,,3,,,,,FALSE,FALSE,FALSE,FALSE
6,80658,6000,1,100,1996Q3,2,3,3,3,3,,,,,,2,3,,1,,3,3,3,,3,,2,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,90275,6000,1,100,1996Q3,1,1,1,1,1,,,,,1,2,1,2,2,,1,1,1,1,1,1,2,,,2,,,,,FALSE,FALSE,FALSE,FALSE
1,31730,6000,5,100,1996Q3,,1,1,1,1,,,,,2,3,3,,3,,1,1,2,2,2,2,3,,,2,,,,,FALSE,FALSE,FALSE,FALSE
1,30480,6000,1,100,1996Q3,1,1,1,2,1,,,,,1,2,3,3,3,,2,1,2,,2,,2,,,3,,,,,FALSE,FALSE,FALSE,FALSE
1,32027,6000,1,100,1996Q3,,3,3,2,3,,,,,1,3,2,1,3,,2,3,3,3,3,3,3,,,1,,,2,,FALSE,FALSE,FALSE,FALSE
4,81274,6000,1,100,1996Q3,2,3,3,3,,,,,,2,3,3,,3,,3,3,3,,3,,3,,,1,,,,,FALSE,FALSE,FALSE,FALSE
6,80898,6000,1,100,1996Q3,,3,3,3,3,,,,,1,1,3,,1,,3,3,1,,1,,,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,90860,6000,1,100,1996Q3,1,2,3,2,2,,,,,1,2,3,,3,,1,2,1,,2,,3,,,3,,,,,FALSE,FALSE,FALSE,FALSE
2,31166,6000,1,100,1996Q3,2,3,2,2,2,,,,,1,3,3,1,3,,2,2,2,2,2,2,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,31586,6000,2,100,1996Q3,1,1,2,1,2,,,,,1,3,3,,3,,1,2,1,3,2,3,3,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,90145,6000,1,100,1996Q3,2,1,3,1,3,,,,,1,3,3,,2,,1,3,1,3,1,3,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,31886,6000,1,100,1996Q3,,1,1,1,,,,,,2,2,3,3,3,,1,1,1,,1,,1,,,3,,,,,FALSE,FALSE,FALSE,FALSE
6,31697,6000,5,100,1996Q3,,3,,3,3,,,,,,3,3,,3,,3,3,3,,3,,3,,,1,,,,2,FALSE,FALSE,FALSE,FALSE
1,30124,6000,1,100,1996Q3,1,1,1,1,1,,,,,1,3,1,2,3,,1,1,3,,3,,3,,,2,,,,,FALSE,FALSE,FALSE,FALSE
1,30085,6000,1,100,1996Q3,1,1,2,1,1,,,,,2,3,3,,3,,2,2,2,2,2,2,3,,,3,,,,,FALSE,FALSE,FALSE,FALSE
1,30257,6000,1,100,1996Q3,1,2,2,2,3,,,,,2,3,3,,3,,2,3,2,2,2,3,3,,,2,,,,,FALSE,FALSE,FALSE,FALSE
6,80924,6000,1,100,1996Q3,2,3,3,1,3,,,,,1,1,2,,1,,2,3,2,3,2,3,2,,,1,,,,,FALSE,FALSE,FALSE,FALSE
6,31623,6000,1,100,1996Q3,1,1,1,2,,,,,,3,2,2,,2,,1,,1,,2,,3,,,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE
5,44077,6000,1,100,1996Q3,1,2,2,1,3,,,,,2,3,2,2,1,,2,2,1,3,1,3,1,,,1,1,1,2,1,FALSE,FALSE,FALSE,FALSE
1,30956,6000,1,100,1996Q3,1,3,1,3,1,,,,,1,3,3,2,3,,3,1,3,1,3,1,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,80130,6000,1,100,1996Q3,,3,3,3,3,,,,,1,,,,,,3,3,2,3,2,3,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,80015,6000,1,100,1996Q3,,2,2,1,2,,,,,1,3,3,3,3,,1,2,1,,1,,3,,,1,,,,1,FALSE,FALSE,FALSE,FALSE
1,30170,6000,1,100,1996Q3,1,1,,,,,,,,1,2,3,,3,,1,,1,2,,,3,,,3,2,,,,FALSE,FALSE,FALSE,FALSE
8,31663,6000,1,100,1996Q3,2,3,2,3,2,,,,,1,3,3,,3,,3,2,1,,1,,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,90338,6000,1,100,1996Q3,,3,3,1,3,,,,,1,3,3,,3,,1,3,2,,2,,3,,,1,,,,,FALSE,FALSE,FALSE,FALSE
1,31266,6000,1,100,1996Q3,2,2,3,2,3,,,,,1,1,1,,1,,2,3,2,2,2,2,3,,,1,,,,,FALSE,FALSE,FALSE,FALSE
5,40533,6010,1,100,1996Q3,2,2,2,1,2,,,,,2,1,2,,2,,1,2,1,1,1,1,1,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,90022,6010,1,100,1996Q3,2,2,2,1,2,,,,,2,2,,,1,,2,2,2,2,2,2,,,,1,,,,,FALSE,FALSE,FALSE,FALSE
6,80077,6010,1,100,1996Q3,,3,2,1,3,,,,,1,2,2,2,3,,1,3,2,3,2,3,2,,,2,,,,,FALSE,FALSE,FALSE,FALSE
2,31820,6010,4,100,1996Q3,,,,3,3,,,,,,3,,,1,,3,3,,3,,3,3,,,1,,,,,FALSE,FALSE,FALSE,FALSE
1,80721,6010,1,100,1996Q3,,,,3,3,,,,,,,2,,,,,,,,3,3,1,,,2,,,,,FALSE,FALSE,FALSE,FALSE
1,38022,6010,1,100,1996Q3,2,2,1,2,2,,,,,1,2,3,2,2,,2,2,3,1,3,1,2,,,2,,,,,FALSE,FALSE,FALSE,FALSE
4,31864,6010,1,100,1996Q3,,3,1,2,2,,,,,1,3,2,1,2,,2,2,2,,2,,3,,,3,,,,,FALSE,FALSE,FALSE,FALSE
1,32047,6010,1,100,1996Q3,1,3,3,3,3,,,,,1,2,3,2,3,,3,3,3,3,3,3,3,,,3,,,,1,FALSE,FALSE,FALSE,FALSE
6,31590,6010,1,100,1996Q3,,2,2,1,1,,,,,1,,,,,,1,1,1,1,1,1,1,,,1,,,,,FALSE,FALSE,FALSE,FALSE
5,31726,6010,1,100,1996Q3,1,1,2,1,1,,,,,,2,3,2,3,,1,1,1,1,1,1,2,,,3,,,,,FALSE,FALSE,FALSE,FALSE
5,30155,6010,1,100,1996Q3,,2,,2,2,,,,,1,2,3,1,3,,2,2,2,2,2,2,,,,2,,,,,FALSE,FALSE,FALSE,FALSE
6,31838,6010,3,100,1996Q3,1,3,1,3,1,,,,,1,2,3,1,2,,3,1,3,1,3,1,2,,,2,,,,,FALSE,FALSE,FALSE,FALSE
1,31655,6010,1,100,1996Q3,1,1,2,1,2,,,,,2,1,2,1,1,,1,2,1,3,1,3,1,,,1,,,,2,FALSE,FALSE,FALSE,FALSE
1,31858,6010,1,100,1996Q3,1,1,1,1,1,,,,,2,2,2,2,2,,1,1,1,1,1,1,2,,,2,,,,,FALSE,FALSE,FALSE,FALSE
6,80616,6010,1,100,1996Q3,,2,1,2,2,,,,,,,,,,,1,1,2,2,2,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE
5,30554,6010,1,100,1996Q3,2,3,2,1,2,,,,,1,2,1,,3,,1,2,1,2,1,2,1,,,1,1,,1,1,FALSE,FALSE,FALSE,FALSE
6,81067,6010,1,100,1996Q3,1,2,2,3,2,,,,,1,1,3,2,3,,2,2,2,2,3,2,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,90174,6010,1,100,1996Q3,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,,,,3,,,,,FALSE,FALSE,FALSE,FALSE
6,31230,6010,1,100,1996Q3,1,1,1,1,1,,,,,2,1,1,1,1,,1,1,1,2,1,2,1,,,1,,,,,FALSE,FALSE,FALSE,FALSE
1,31821,6010,1,100,1996Q3,,2,2,2,2,,,,,1,,,,,,2,2,2,2,2,2,,,,1,,,,,FALSE,FALSE,FALSE,FALSE
2,42846,6010,1,100,1996Q3,1,2,2,2,,,,,,2,3,2,,2,,2,,1,,1,,3,,,2,,,,,FALSE,FALSE,FALSE,FALSE
2,31812,6010,1,100,1996Q3,1,3,2,3,2,,,,,1,2,3,1,3,,3,2,3,2,3,2,2,,,2,,,,1,FALSE,FALSE,FALSE,FALSE
1,31847,6010,6,100,1996Q3,2,2,2,2,2,,,,,2,3,3,1,3,,2,2,2,2,2,2,3,,,3,,,,,FALSE,FALSE,FALSE,FALSE
2,80040,6010,1,100,1996Q3,2,3,3,3,3,,,,,1,1,3,2,3,,3,3,3,3,3,3,1,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,31852,6010,1,100,1996Q3,2,3,3,3,3,,,,,1,1,3,2,3,,3,3,3,3,3,3,2,,,2,,,,,FALSE,FALSE,FALSE,FALSE
5,44066,6010,1,100,1996Q3,2,3,2,1,2,,,,,1,3,3,2,3,,1,2,1,1,1,1,3,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,30413,6010,1,100,1996Q3,2,3,3,3,3,,,,,1,3,3,1,1,,3,3,3,3,3,3,3,,,1,,,,1,FALSE,FALSE,FALSE,FALSE
5,31319,6010,1,100,1996Q3,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,,,1,,,,,FALSE,FALSE,FALSE,FALSE
6,31932,6010,1,100,1996Q3,2,3,3,3,3,,,,,2,1,1,1,2,,3,3,3,3,3,3,2,,,2,,,1,,FALSE,FALSE,FALSE,FALSE
6,31800,6010,2,100,1996Q3,2,3,3,3,3,,,,,1,2,3,,2,,3,3,3,3,3,3,2,,,1,,,,,FALSE,FALSE,FALSE,FALSE
