Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Dag,Q3A,Q3P,Q4A,Q4P,Q9,Q4AX,Q5A,Q6AX,Q6P,Q7AX,Q7P,Q2A,Q1,Q2P
1,97091,3310,1,0.06000,2001Q1,25,3,1,3,1,2,2,2,,1,,1,3,2,2
4,30915,3370,6,0.18000,2001Q1,25,2,2,3,2,2,1,1,,1,,1,3,2,2
1,96390,3370,6,0.18000,2001Q1,25,1,2,1,2,2,2,2,,1,,1,2,1,2
5,96438,3310,5,0.30000,2001Q1,25,3,3,3,3,2,1,2,,1,,1,3,2,3
3,30858,3110,3,0.17571,2001Q1,25,3,2,3,3,1,3,3,,,,,3,2,3
4,51414,3220,4,0.32000,2001Q1,25,1,1,2,1,1,1,1,,1,,1,3,2,2
5,96804,3330,5,0.25000,2001Q1,25,2,2,2,2,2,2,2,,1,,1,2,2,2
6,96684,3220,5,0.40000,2001Q1,25,2,2,2,2,2,2,2,,1,,1,2,2,2
6,96558,3370,2,0.06000,2001Q1,25,2,2,3,3,1,3,2,,2,,2,3,2,3
7,53153,3230,1,0.20000,2001Q1,25,3,3,3,3,2,2,2,,2,,2,3,2,3
2,97202,3220,5,0.40000,2001Q1,25,1,1,1,1,2,3,2,,1,,1,1,2,1
1,51492,3220,6,0.48000,2001Q1,25,2,,2,,2,2,,,2,,,2,,2
5,96736,3220,5,0.40000,2001Q1,25,1,2,1,,2,1,2,,2,,2,1,2,2
6,96527,3330,7,0.35000,2001Q1,25,2,3,2,2,1,2,2,,1,,1,3,2,3
7,51533,3230,3,0.60000,2001Q1,25,3,2,3,2,2,3,2,,1,,1,3,,3
5,96790,3220,6,0.48000,2001Q1,25,3,3,2,3,1,1,2,,1,,1,3,2,3
1,96717,3230,1,0.20000,2001Q1,25,2,1,2,1,2,2,2,,2,,2,2,1,2
1,53050,3410,1,0.01000,2001Q1,25,2,,2,,2,2,3,,1,,2,3,2,3
1,96668,3220,6,0.48000,2001Q1,25,1,,3,,2,1,3,,1,,1,3,2,3
5,51992,3330,3,0.15000,2001Q1,25,2,2,2,2,2,2,1,,2,,2,2,2,2
6,51140,3130,2,0.06000,2001Q1,25,2,2,3,3,2,2,2,,1,,1,2,2,2
5,51846,3310,7,0.42000,2001Q1,25,1,1,1,1,2,2,1,,2,,3,2,,2
5,96617,3220,1,0.08000,2001Q1,25,,,3,,3,3,3,,1,,1,3,2,1
6,52117,3340,7,0.21000,2001Q1,25,3,2,3,2,1,2,2,,1,,1,3,2,2
1,96469,3350,4,0.12000,2001Q1,25,3,3,2,,,,,,,,,,,
5,96536,3210,3,0.20571,2001Q1,25,3,3,3,3,1,3,2,,1,,3,3,2,3
5,96996,3220,1,0.08000,2001Q1,25,3,2,3,2,2,1,3,,2,,2,3,2,2
6,96461,3240,2,0.10000,2001Q1,25,3,1,3,1,2,3,2,,1,,1,2,2,2
1,51594,3230,9,1.80000,2001Q1,25,2,2,2,2,2,2,2,,2,,2,3,2,2
5,97138,3310,5,0.30000,2001Q1,25,3,1,3,2,2,3,3,,2,,2,3,2,1
6,51299,3170,1,0.04000,2001Q1,25,3,3,3,3,1,2,,,1,,1,3,2,3
5,51118,3120,3,0.24000,2001Q1,25,1,1,1,1,2,,2,,2,,2,2,1,1
2,97034,3370,2,0.06000,2001Q1,25,3,3,3,3,2,3,3,,1,,1,3,2,3
6,96426,3110,8,0.47200,2001Q1,25,3,3,3,3,2,2,2,,1,,1,3,2,3
3,52067,3330,3,0.15000,2001Q1,25,2,2,2,2,2,2,3,,1,,1,3,2,2
2,97305,3370,5,0.15000,2001Q1,25,3,2,3,2,2,3,3,,2,,2,3,2,2
6,97036,3330,3,0.15000,2001Q1,25,3,3,3,3,1,3,2,,1,,1,3,2,
6,96556,3230,2,0.40000,2001Q1,25,2,2,2,,2,2,2,,1,,2,2,1,2
4,51930,3370,1,0.03000,2001Q1,25,3,3,3,,2,3,3,,1,,3,3,2,3
2,97084,3220,4,0.32000,2001Q1,25,2,2,2,2,2,2,2,,2,,2,2,1,2
6,52107,3340,6,0.18000,2001Q1,25,3,3,3,3,1,3,2,,1,,3,3,2,3
2,51592,3230,5,1.00000,2001Q1,25,2,2,2,2,,2,2,,2,,,2,,2
4,51247,3160,6,0.19200,2001Q1,25,3,3,3,3,1,3,3,,2,,1,3,2,3
6,96729,3230,6,1.20000,2001Q1,25,3,2,3,2,2,2,3,,3,,3,3,2,2
5,51340,3210,2,0.14000,2001Q1,25,,,3,3,2,2,3,,3,,3,3,2,3
2,97314,3210,4,0.27733,2001Q1,25,2,2,2,2,2,2,2,,2,,2,2,2,2
7,51715,3230,2,0.40000,2001Q1,25,3,3,3,3,1,2,2,,2,,2,3,2,3
2,96926,3130,4,0.12000,2001Q1,25,2,2,3,3,1,2,2,,2,,2,3,2,3
5,96722,3230,6,1.20000,2001Q1,25,3,2,,,2,2,2,,1,,2,3,2,2
5,51522,3220,6,0.48000,2001Q1,25,3,3,,,2,3,2,,1,,1,3,2,3
4,31471,3230,4,0.80000,2001Q1,25,2,2,3,2,2,2,2,,1,,1,2,2,2
6,96572,3330,6,0.30000,2001Q1,25,1,1,1,1,2,2,1,,1,,1,2,2,2
6,51002,3110,6,0.35400,2001Q1,25,2,2,2,2,1,2,2,,2,,3,3,2,3
2,51538,3230,6,1.20000,2001Q1,25,3,2,3,3,2,2,2,,1,,1,3,2,3
6,97037,2220,2,0.50000,2001Q1,25,2,2,1,2,2,2,2,,1,,2,3,1,2
1,50078,2110,6,0.99600,2001Q1,25,3,3,3,3,1,3,3,,1,,1,3,2,3
1,50588,3370,1,0.03000,2001Q1,25,1,2,2,2,1,2,1,,1,,1,2,1,2
5,97219,3130,4,0.12000,2001Q1,25,2,3,3,2,2,2,2,,1,,1,3,2,3
6,51265,3120,6,0.48000,2001Q1,25,2,3,2,3,2,2,2,,1,,2,3,2,1
1,96479,3110,4,0.23733,2001Q1,25,3,2,2,2,1,1,2,,3,,3,3,2,2
3,51904,3310,5,0.30000,2001Q1,25,1,3,1,3,2,3,1,,1,,1,3,2,3
6,52005,3330,8,0.40000,2001Q1,25,1,1,1,1,2,1,1,,2,,3,1,2,1
6,50668,2270,5,1.00000,2001Q1,25,2,,2,,3,2,3,,1,,,1,1,1
6,96658,2110,2,0.33333,2001Q1,25,2,3,2,3,3,3,2,,2,,2,3,2,2
6,96443,2270,3,0.60000,2001Q1,25,3,3,3,3,2,3,3,,1,,2,3,2,3
6,96577,2210,3,0.09000,2001Q1,25,3,2,3,2,1,2,2,,2,,2,3,2,2
6,51377,3220,1,0.08000,2001Q1,25,3,3,2,2,2,2,2,,1,,1,3,,3
6,96676,3120,5,0.40000,2001Q1,25,1,1,3,2,1,3,,,1,,2,2,1,1
6,96595,3210,9,0.62100,2001Q1,25,3,3,3,3,1,2,2,,1,,1,3,2,3
6,96675,3210,5,0.34500,2001Q1,25,3,2,2,1,2,2,2,,1,,3,2,2,2
6,61302,3210,2,0.14000,2001Q1,25,2,1,2,1,2,2,3,,1,,1,2,2,2
6,97148,3220,5,0.40000,2001Q1,25,1,2,1,2,2,2,1,,1,,,2,2,3
6,96552,3330,6,0.30000,2001Q1,25,1,1,1,1,2,2,2,,2,,2,2,2,2
1,96455,3340,3,0.09000,2001Q1,25,3,3,3,3,,2,3,,1,,2,3,2,3
2,97263,3230,3,0.60000,2001Q1,25,3,,3,,2,,2,,1,,2,3,2,3
6,51231,3170,4,0.16000,2001Q1,25,3,3,3,3,1,2,3,,2,,3,3,2,3
6,96783,3220,5,0.40000,2001Q1,25,3,2,3,2,2,3,3,,1,,2,3,2,1
2,97103,3310,1,0.06000,2001Q1,25,3,2,3,,2,2,2,,1,,2,3,1,2
6,97083,3210,5,0.34500,2001Q1,25,3,2,3,2,2,2,2,,1,,1,3,2,3
7,51387,3220,2,0.16000,2001Q1,25,2,3,2,3,2,2,2,,2,,2,3,2,3
6,50395,2210,5,0.15000,2001Q1,25,1,,1,,2,2,2,,1,,1,2,2,1
5,96425,3240,8,0.40000,2001Q1,25,3,3,3,3,2,1,3,,1,,1,3,1,2
6,96586,3230,5,1.00000,2001Q1,25,3,2,3,2,2,3,2,,1,,1,3,2,3
6,96434,3230,9,1.80000,2001Q1,25,1,,1,,2,2,1,,1,,1,1,1,1
5,52138,3340,1,0.03000,2001Q1,25,1,3,1,3,2,2,2,,1,,1,2,1,3
6,96776,3330,5,0.25000,2001Q1,25,1,1,1,2,2,1,2,,1,,1,1,1,1
6,96549,3240,5,0.25000,2001Q1,25,1,3,2,2,2,2,2,,1,,1,3,2,3
2,33412,3140,4,0.24000,2001Q1,25,1,2,2,3,1,3,3,,1,,3,3,2,3
6,50211,2120,5,0.50000,2001Q1,25,1,1,1,1,1,3,1,,1,,2,2,1,2
6,91003,2120,3,0.30000,2001Q1,25,2,,2,,1,2,3,,1,,1,2,2,2
6,96573,2110,2,0.33333,2001Q1,25,3,3,3,3,1,2,2,,3,,3,3,1,3
6,96651,2110,4,0.66400,2001Q1,25,1,1,1,1,3,2,2,,1,,1,1,1,1
2,97345,2210,1,0.03000,2001Q1,25,3,3,2,2,1,3,2,,1,,1,2,2,2
6,96845,2110,3,0.49714,2001Q1,25,3,,3,,1,3,2,,1,,1,3,2,2
6,96718,2110,5,0.83000,2001Q1,25,1,1,2,2,2,2,3,,1,,2,1,1,2
6,50575,2270,3,0.60000,2001Q1,25,3,,3,,2,2,2,,1,,1,3,2,2
5,96460,2220,3,0.75000,2001Q1,25,1,1,,,1,1,1,,1,,1,1,1,1
5,96788,2220,4,1.00000,2001Q1,25,3,2,3,2,3,2,2,,1,,1,3,2,2
7,51541,3230,1,0.20000,2001Q1,25,1,1,2,2,2,2,2,,1,,1,2,1,1
6,96764,3160,2,0.06667,2001Q1,25,3,2,3,3,1,2,2,,1,,2,3,2,2
6,51305,3140,5,0.30000,2001Q1,25,3,3,3,3,2,2,3,,1,,1,3,2,2
6,96777,3220,2,0.16000,2001Q1,25,3,1,3,2,2,2,2,,1,,1,3,2,2
6,96755,3330,9,0.45000,2001Q1,25,1,1,1,1,1,2,3,,1,,1,1,2,2
1,96385,3110,7,0.41300,2001Q1,25,3,2,3,2,1,2,2,,2,,2,3,2,3
6,33127,3140,5,0.30000,2001Q1,25,3,2,2,2,2,3,2,,2,,,3,1,2
6,96716,3330,1,0.05000,2001Q1,25,1,2,1,2,2,2,2,,1,,1,2,1,2
1,96750,3210,1,0.07000,2001Q1,25,3,2,2,3,1,1,3,,3,,3,3,2,3
6,96578,3220,5,0.40000,2001Q1,25,2,,1,,2,3,2,,1,,1,3,2,2
6,96687,3330,1,0.05000,2001Q1,25,1,1,1,1,2,2,2,,1,,2,1,1,1
6,51276,3370,6,0.18000,2001Q1,25,3,3,3,3,2,3,2,,1,,1,3,2,3
1,96433,3230,8,1.60000,2001Q1,25,3,3,3,3,1,2,2,,1,,1,3,2,3
6,96724,3330,5,0.25000,2001Q1,25,3,3,3,3,2,3,3,,3,,3,3,2,3
5,33500,2140,3,0.33000,2001Q1,25,2,2,2,2,1,1,2,,1,,1,2,1,1
6,97102,2140,3,0.33000,2001Q1,25,2,2,2,2,2,1,2,,1,,1,2,2,2
8,97153,2110,4,0.66400,2001Q1,25,2,3,2,3,2,3,3,,1,,2,2,2,3
6,96480,2210,3,0.09000,2001Q1,25,1,2,2,2,2,2,2,,3,,3,1,2,2
1,50646,2270,5,1.00000,2001Q1,25,2,1,2,1,2,2,2,,2,,2,2,2,1
8,96445,2210,5,0.15000,2001Q1,25,3,2,3,3,2,2,2,,1,,1,3,2,2
6,50255,2120,8,0.80000,2001Q1,25,1,1,1,1,2,2,3,,2,,2,1,1,1
6,96734,2110,6,0.99600,2001Q1,25,3,3,3,3,1,3,1,,1,,2,2,2,1
5,50660,2270,1,0.20000,2001Q1,25,2,2,2,2,2,2,2,,2,,2,2,2,2
6,96852,3140,5,0.30000,2001Q1,25,3,3,3,3,1,3,2,,1,,1,3,2,3
6,96846,3110,4,0.23733,2001Q1,25,3,3,3,3,1,3,2,,1,,1,3,2,3
1,96653,3160,1,0.03000,2001Q1,25,3,3,3,3,2,2,2,,1,,1,3,1,3
5,97330,3240,2,0.10000,2001Q1,25,2,2,2,2,2,2,2,,2,,2,2,2,2
6,52061,3330,7,0.35000,2001Q1,25,2,1,2,1,1,2,2,,2,,2,1,2,1
9,51865,3310,1,0.06000,2001Q1,25,1,2,1,2,1,2,2,,,,,1,2,2
5,53243,3230,5,1.00000,2001Q1,25,3,3,3,3,2,2,2,,1,,2,3,1,2
6,96786,3330,2,0.10000,2001Q1,25,3,3,3,3,1,2,2,,2,,2,3,2,3
5,96624,3230,1,0.20000,2001Q1,25,1,1,1,1,2,3,2,,1,,2,2,1,2
5,53138,3230,4,0.80000,2001Q1,25,2,2,2,2,2,2,2,,2,,2,2,1,2
5,33228,2220,3,0.75000,2001Q1,25,3,2,1,3,1,2,2,,1,,3,3,2,2
6,96802,2130,9,0.54000,2001Q1,25,2,,2,,1,2,2,,3,,3,2,1,2
6,97327,2110,8,1.32800,2001Q1,25,3,3,3,3,2,1,3,,3,,2,3,2,2
2,96960,2210,4,0.12000,2001Q1,25,2,2,3,3,2,3,2,,1,,1,2,2,2
9,30348,3310,3,0.18000,2000Q4,25,3,2,3,3,1,3,2,,1,,2,3,2,3
3,30495,3230,4,0.80000,2000Q4,25,1,2,1,2,2,1,2,,1,,1,2,1,1
3,30858,3110,3,0.17571,2000Q4,25,3,2,3,3,1,3,3,,1,,1,3,2,2
6,31106,2220,1,0.25000,2000Q4,25,3,3,3,3,3,3,3,,3,,1,1,2,3
3,31477,3310,5,0.30000,2000Q4,25,2,2,1,2,1,1,2,,1,,1,3,2,3
3,31532,3310,3,0.18000,2000Q4,25,3,2,3,3,2,3,3,,1,,1,3,2,2
6,33127,3140,5,0.30000,2000Q4,25,2,3,3,3,2,2,2,,1,,1,3,2,3
6,33132,2220,6,1.50000,2000Q4,25,1,1,2,2,2,2,2,,1,,2,2,2,2
5,33143,3220,5,0.40000,2000Q4,25,3,3,3,3,2,1,2,,1,,1,3,2,3
2,33199,2210,6,0.18000,2000Q4,25,3,,3,,2,3,2,,1,,2,3,2,2
2,33200,3240,3,0.15000,2000Q4,25,3,,3,,2,2,2,,1,,1,3,2,
5,33202,2220,6,1.50000,2000Q4,25,3,3,3,3,2,2,3,,1,,1,3,2,3
2,33204,2110,3,0.49714,2000Q4,25,3,2,3,2,1,2,3,,1,,1,3,2,2
2,33205,3140,3,0.18000,2000Q4,25,3,2,3,2,2,3,2,,1,,1,3,2,3
2,33213,2210,8,0.24000,2000Q4,25,3,3,3,3,2,2,3,,1,,1,3,2,3
2,33215,2220,7,1.75000,2000Q4,25,3,3,3,3,2,2,3,,1,,1,3,2,3
2,33216,3110,1,0.06000,2000Q4,25,3,3,3,3,2,1,2,,1,,1,3,2,3
2,33217,2110,7,1.16200,2000Q4,25,2,3,2,3,2,1,2,,1,,1,2,1,2
2,33220,2220,3,0.75000,2000Q4,25,2,2,2,2,1,3,2,,1,,1,3,2,2
5,33221,2120,1,0.10000,2000Q4,25,3,2,3,2,2,2,2,,1,,2,3,2,3
2,33222,3310,4,0.24000,2000Q4,25,,3,,3,2,3,2,,1,,2,3,2,3
5,33224,2140,2,0.22000,2000Q4,25,3,3,3,3,2,2,2,,1,,2,3,2,3
2,33227,3220,6,0.48000,2000Q4,25,2,2,2,2,2,2,2,,1,,1,2,2,2
2,33229,2130,2,0.12000,2000Q4,25,2,2,2,2,1,1,1,,1,,1,2,2,3
5,33230,2130,5,0.30000,2000Q4,25,3,2,3,2,2,2,2,,2,,2,3,2,2
2,33247,2220,7,1.75000,2000Q4,25,3,2,3,2,2,2,2,,2,,2,3,2,3
5,33358,2210,3,0.09000,2000Q4,25,3,3,3,3,2,3,2,,1,,2,3,2,3
2,33359,3220,5,0.40000,2000Q4,25,3,2,3,2,2,3,2,,2,,2,3,2,2
2,33360,3240,2,0.10000,2000Q4,25,2,1,2,1,2,1,2,,,,1,2,1,2
2,33362,3310,5,0.30000,2000Q4,25,1,3,2,3,1,2,2,,1,,1,2,2,3
2,33365,2130,3,0.18000,2000Q4,25,2,2,2,2,2,2,3,,1,,1,2,1,3
2,33377,3210,4,0.27733,2000Q4,25,3,2,3,2,2,2,3,,1,,1,3,2,3
5,33389,2220,6,1.50000,2000Q4,25,2,2,2,2,2,2,2,,2,,2,3,2,3
5,33390,2220,9,2.25000,2000Q4,25,3,3,2,2,2,1,3,,2,,2,3,2,3
2,33398,2120,1,0.10000,2000Q4,25,3,2,3,2,2,3,,,3,,,3,2,2
5,33402,2140,4,0.44000,2000Q4,25,1,,1,,2,1,2,,1,,3,3,2,2
2,33451,3220,7,0.56000,2000Q4,25,1,1,1,1,2,2,2,,1,,1,2,1,2
5,33494,2270,3,0.60000,2000Q4,25,1,2,2,2,2,1,2,,1,,1,3,2,2
5,33495,2270,3,0.60000,2000Q4,25,2,2,2,2,2,1,3,,1,,2,2,1,2
2,33497,2140,3,0.33000,2000Q4,25,1,3,1,3,1,1,1,,1,,3,1,2,3
5,33499,2230,3,0.09000,2000Q4,25,2,2,,,1,2,2,,2,,2,2,2,3
2,33526,2220,6,1.50000,2000Q4,25,2,2,2,2,2,2,2,,1,,1,2,2,3
6,50000,2110,6,0.99600,2000Q4,25,3,3,3,3,2,2,3,,1,,1,3,2,3
6,50005,2110,5,0.83000,2000Q4,25,3,3,3,3,2,2,3,,1,,1,3,2,3
6,50006,2110,1,0.17000,2000Q4,25,3,2,3,2,1,2,2,,1,,2,3,2,2
6,50007,2110,6,0.99600,2000Q4,25,2,2,2,2,2,2,2,,2,,2,2,2,2
5,50010,2110,4,0.66400,2000Q4,25,2,3,3,3,2,2,2,,1,,1,3,2,3
8,50056,2110,3,0.49714,2000Q4,25,2,2,2,2,2,2,2,,1,,1,2,1,2
5,50065,2110,5,0.83000,2000Q4,25,1,2,1,2,1,1,3,,1,,1,1,1,1
6,50067,2110,5,0.83000,2000Q4,25,2,2,3,2,1,2,2,,1,,1,2,2,2
6,50103,2110,9,1.49400,2000Q4,25,3,3,3,3,2,2,3,,3,,3,3,2,3
1,50104,2110,8,1.32800,2000Q4,25,3,3,3,3,1,3,3,,1,,1,3,2,3
6,50105,2110,7,1.16200,2000Q4,25,3,3,3,3,2,2,3,,1,,1,3,2,3
4,50115,2210,3,0.09000,2000Q4,25,3,3,3,3,1,2,3,,2,,2,3,2,3
6,50156,2120,6,0.60000,2000Q4,25,1,1,1,1,3,1,3,,1,,1,3,2,3
1,50167,2120,3,0.30000,2000Q4,25,1,1,,,2,2,2,,2,,2,1,1,1
7,50177,2120,3,0.30000,2000Q4,25,1,2,1,2,2,2,3,,2,,2,2,2,2
1,50195,2120,2,0.20000,2000Q4,25,3,3,3,3,1,3,2,,2,,2,3,2,3
1,50198,2120,3,0.30000,2000Q4,25,1,1,1,1,2,2,2,,1,,1,1,1,1
6,50211,2120,5,0.50000,2000Q4,25,1,2,1,2,2,2,2,,1,,2,1,1,2
1,50212,2120,1,0.10000,2000Q4,25,3,3,2,3,1,1,2,,1,,1,3,,3
1,50218,2230,8,0.24000,2000Q4,25,1,1,1,1,2,2,2,,2,,2,2,1,2
5,50226,2210,3,0.09000,2000Q4,25,3,2,3,2,2,3,3,,1,,1,3,2,3
6,50227,2110,6,0.99600,2000Q4,25,3,3,3,3,1,3,2,,1,,1,3,2,3
1,50261,2210,6,0.18000,2000Q4,25,3,3,2,2,2,3,2,,1,,1,3,2,3
4,50274,2140,4,0.44000,2000Q4,25,3,3,2,3,1,3,2,,2,,2,2,2,2
1,50291,2130,5,0.30000,2000Q4,25,3,3,3,3,1,2,2,,2,,2,3,2,2
6,50346,2210,3,0.09000,2000Q4,25,3,3,3,3,1,3,2,,1,,1,3,2,3
1,50369,2210,6,0.18000,2000Q4,25,3,,2,,1,2,2,,2,,1,3,2,
6,50395,2210,5,0.15000,2000Q4,25,1,,1,,2,2,1,,1,,1,1,2,2
5,50404,2210,2,0.06000,2000Q4,25,3,3,3,3,1,2,2,,2,,2,3,2,2
5,50406,2210,2,0.06000,2000Q4,25,2,,3,,1,2,2,,1,,1,3,2,3
1,50429,2220,6,1.50000,2000Q4,25,1,1,2,2,2,2,1,,1,,1,1,1,2
5,50435,2220,9,2.25000,2000Q4,25,1,,1,,2,2,2,,,,,2,1,2
1,50460,2220,2,0.50000,2000Q4,25,3,3,3,3,1,3,3,,3,,3,3,2,3
6,50469,2220,3,0.75000,2000Q4,25,2,2,,,1,2,2,,,,,1,1,2
1,50505,2220,5,1.25000,2000Q4,25,1,2,2,2,3,2,2,,1,,1,2,2,2
6,50529,2230,9,0.27000,2000Q4,25,1,1,1,1,2,,1,,2,,1,1,1,1
1,50534,2230,3,0.09000,2000Q4,25,2,2,2,2,2,2,2,,1,,1,2,2,2
6,50562,2240,9,0.45000,2000Q4,25,3,2,3,2,1,,3,,1,,2,3,2,3
5,50566,2240,3,0.15000,2000Q4,25,3,2,3,2,2,3,3,,2,,2,3,2,3
6,50575,2270,3,0.60000,2000Q4,25,3,3,3,3,3,1,2,,1,,1,3,2,3
5,50590,2230,1,0.03000,2000Q4,25,2,2,2,2,2,2,2,,2,,2,2,2,2
1,50608,2210,3,0.09000,2000Q4,25,2,3,3,3,3,2,2,,1,,1,3,2,3
1,50622,2270,2,0.40000,2000Q4,25,3,2,3,3,2,2,2,,1,,2,3,2,2
6,50634,2270,4,0.80000,2000Q4,25,1,2,1,2,1,1,2,,1,,1,2,2,2
6,50642,2210,3,0.09000,2000Q4,25,3,2,3,2,1,2,2,,1,,1,3,2,3
1,50646,2270,5,1.00000,2000Q4,25,2,1,2,,2,2,2,,2,,2,1,2,1
5,50649,2140,3,0.33000,2000Q4,25,1,1,1,1,2,1,2,,3,,,3,2,2
6,50668,2270,5,1.00000,2000Q4,25,2,2,2,,3,2,3,,1,,1,3,2,2
5,50679,2140,3,0.33000,2000Q4,25,1,1,1,1,2,2,2,,1,,1,2,1,2
5,50693,2130,1,0.06000,2000Q4,25,1,1,1,1,2,2,2,,1,,1,1,1,1
6,50700,2270,5,1.00000,2000Q4,25,3,,3,,2,2,2,,1,,1,3,2,3
4,50711,2270,2,0.40000,2000Q4,25,3,,3,,2,1,1,,2,,2,3,2,3
4,50717,2210,3,0.09000,2000Q4,25,2,2,2,2,2,3,1,,1,,1,2,2,2
2,51001,3110,5,0.29500,2000Q4,25,3,,3,,2,3,,,2,,1,3,2,3
6,51002,3110,6,0.35400,2000Q4,25,3,3,2,2,2,3,3,,1,,1,2,2,3
2,51010,3110,8,0.47200,2000Q4,25,2,2,2,2,1,2,3,,2,,2,3,2,3
2,51012,3110,6,0.35400,2000Q4,25,3,3,3,3,1,2,3,,2,,2,3,2,3
1,51025,3110,7,0.41300,2000Q4,25,3,3,3,3,2,3,3,,2,,2,3,2,3
5,51030,3110,5,0.29500,2000Q4,25,2,3,2,3,1,1,2,,1,,1,3,2,3
6,51034,3110,3,0.17571,2000Q4,25,2,2,1,1,,3,2,,2,,3,3,2,2
2,51041,3110,5,0.29500,2000Q4,25,3,2,2,2,2,2,2,,1,,1,3,2,2
1,51059,3110,4,0.23733,2000Q4,25,1,2,3,2,3,1,2,,2,,2,1,2,1
2,51069,3110,5,0.29500,2000Q4,25,3,2,3,2,2,2,2,,2,,2,2,2,2
6,51096,3120,9,0.72000,2000Q4,25,2,2,2,2,2,1,2,,2,,2,3,2,3
5,51118,3120,3,0.24000,2000Q4,25,3,3,3,3,2,,2,,3,,3,3,2,3
6,51121,3120,3,0.24000,2000Q4,25,3,3,3,3,1,2,2,,3,,3,3,2,3
6,51140,3130,2,0.06000,2000Q4,25,3,3,3,3,,2,2,,1,,1,3,2,3
5,51172,3240,3,0.15000,2000Q4,25,1,1,1,1,2,1,1,,1,,1,2,1,2
2,51198,2140,3,0.33000,2000Q4,25,2,2,2,2,2,2,2,,2,,2,2,2,2
1,51203,3170,6,0.24000,2000Q4,25,1,3,,,2,3,2,,1,,1,2,2,3
6,51231,3170,4,0.16000,2000Q4,25,3,3,3,3,1,2,2,,1,,1,3,2,3
1,51235,3170,4,0.16000,2000Q4,25,1,1,3,3,2,2,3,,2,,2,1,2,2
2,51243,3160,1,0.03000,2000Q4,25,3,,3,,1,3,3,,1,,1,3,2,2
6,51262,3140,1,0.06000,2000Q4,25,3,3,3,3,1,2,2,,2,,2,3,2,3
6,51276,3370,6,0.18000,2000Q4,25,3,,3,,2,3,2,,1,,1,3,2,3
2,51279,3120,9,0.72000,2000Q4,25,2,2,3,3,2,2,2,,2,,2,3,2,3
6,51299,3170,1,0.04000,2000Q4,25,3,1,3,2,1,1,2,,1,,1,3,2,3
6,51305,3140,5,0.30000,2000Q4,25,3,3,3,3,2,2,3,,1,,1,3,2,3
5,51334,3210,9,0.62100,2000Q4,25,1,3,1,3,2,2,3,,1,,3,3,2,3
3,51337,3210,5,0.34500,2000Q4,25,3,2,3,,2,2,2,,1,,2,3,2,3
5,51365,3210,2,0.14000,2000Q4,25,3,3,3,3,1,1,2,,2,,2,3,2,3
6,51377,3220,1,0.08000,2000Q4,25,2,3,2,3,2,1,3,,1,,1,3,,3
6,51384,3220,4,0.32000,2000Q4,25,2,2,1,2,1,2,2,,2,,2,3,2,3
7,51387,3220,2,0.16000,2000Q4,25,2,2,2,2,2,2,2,,2,,2,2,2,2
6,51403,3220,7,0.56000,2000Q4,25,1,3,1,3,2,2,1,,1,,3,1,2,3
4,51414,3220,4,0.32000,2000Q4,25,2,1,3,2,,1,2,,1,,1,3,2,1
2,51417,3220,6,0.48000,2000Q4,25,2,3,2,3,2,2,3,,2,,2,2,1,3
2,51449,3220,5,0.40000,2000Q4,25,2,2,1,2,1,2,2,,1,,2,2,2,1
8,51452,3220,6,0.48000,2000Q4,25,2,3,2,3,2,3,2,,1,,1,3,2,3
2,51476,3220,4,0.32000,2000Q4,25,2,2,3,2,2,1,2,,2,,2,3,2,2
5,51479,3220,3,0.24000,2000Q4,25,1,2,1,2,2,3,2,,2,,2,1,2,2
5,51485,3220,1,0.08000,2000Q4,25,2,,1,,2,,2,,1,,1,1,1,1
1,51492,3220,6,0.48000,2000Q4,25,2,2,2,,1,2,,,1,,1,2,2,2
2,51494,3220,5,0.40000,2000Q4,25,3,2,1,,1,3,2,,1,,1,3,2,3
2,51495,3220,5,0.40000,2000Q4,25,2,1,2,1,2,2,2,,3,,2,2,2,3
5,51505,3220,1,0.08000,2000Q4,25,1,1,2,2,2,3,2,,2,,2,2,2,2
4,51521,3220,4,0.32000,2000Q4,25,1,1,1,1,2,2,2,,1,,1,2,2,2
8,51523,3230,3,0.60000,2000Q4,25,2,2,2,2,2,1,2,,1,,1,1,1,1
7,51533,3230,3,0.60000,2000Q4,25,3,,3,,2,3,3,,1,,1,3,2,3
2,51538,3230,6,1.20000,2000Q4,25,2,2,3,2,2,3,2,,2,,2,3,2,3
6,51543,3230,2,0.40000,2000Q4,25,3,,3,,2,2,2,,2,,2,2,,2
6,51546,3370,6,0.18000,2000Q4,25,1,1,2,2,1,3,1,,3,,3,2,2,3
1,51580,3240,9,0.45000,2000Q4,25,1,2,1,2,2,3,2,,1,,1,3,2,2
1,51594,3230,9,1.80000,2000Q4,25,2,,2,,2,2,3,,2,,2,3,2,2
1,51598,3230,8,1.60000,2000Q4,25,1,3,1,3,2,2,3,,2,,2,2,2,3
3,51670,3130,1,0.03000,2000Q4,25,3,3,3,3,2,2,3,,2,,2,3,2,2
7,51715,3230,2,0.40000,2000Q4,25,3,3,3,3,,2,2,,1,,2,3,2,3
6,51734,3230,9,1.80000,2000Q4,25,2,2,2,2,1,1,1,,1,,1,2,2,2
5,51825,3310,1,0.06000,2000Q4,25,3,3,3,3,3,,2,,,,1,3,2,3
