Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Dag,Q3A,Q3P,Q4A,Q4P,Q9,Q4AX,Q5A,Q6AX,Q6P,Q7AX,Q7P,Q2A,Q1,Q2P
2,51177,3140,3,0.09000,1994Q1,14,2,3,2,3,2,3,2,1,3,1,3,3,2,3
5,51172,3140,3,0.09000,1994Q1,16,3,3,3,3,1,2,3,1,2,1,2,3,2,3
6,51189,3140,3,0.09000,1994Q1,16,3,,3,,1,3,2,1,1,1,1,3,2,3
5,51154,3140,3,0.09000,1994Q1,18,3,3,3,3,3,3,3,2,2,2,2,3,2,3
7,51168,3140,4,0.12000,1994Q1,18,2,2,3,2,1,1,3,1,2,1,2,2,1,3
4,30064,3140,3,0.09000,1994Q1,21,1,1,,,2,2,2,1,2,1,2,1,1,1
1,51212,3150,1,0.03000,1994Q1,14,1,1,1,1,2,2,3,1,3,1,3,1,1,1
1,51206,3150,2,0.06000,1994Q1,14,2,3,3,3,2,1,2,1,3,1,3,3,2,3
5,51231,3150,1,0.03000,1994Q1,14,3,3,3,3,1,2,3,2,,2,,3,2,3
1,51203,3150,2,0.06000,1994Q1,14,1,3,,,2,1,1,2,,2,3,2,2,3
2,51198,3150,2,0.06000,1994Q1,18,2,2,2,2,2,2,1,1,3,1,3,3,2,2
5,51207,3150,1,0.03000,1994Q1,18,2,2,2,2,2,2,2,2,3,2,,2,2,2
1,51249,3160,6,0.18000,1994Q1,14,1,1,1,1,2,2,1,1,1,1,2,3,2,1
5,51237,3160,2,0.06000,1994Q1,14,3,3,3,3,2,2,3,1,1,1,1,3,2,3
8,51238,3160,4,0.12000,1994Q1,14,2,3,3,3,1,2,2,1,3,1,3,2,1,2
5,51242,3160,1,0.03000,1994Q1,14,1,1,1,1,2,2,2,1,2,1,1,1,1,3
7,30182,3160,3,0.09000,1994Q1,15,1,2,1,2,3,3,2,1,2,1,2,3,2,3
5,51246,3160,6,0.18000,1994Q1,15,3,3,3,3,1,2,3,1,1,1,1,3,2,3
4,51247,3160,1,0.03000,1994Q1,16,2,3,3,3,1,1,3,1,2,1,2,2,1,3
1,51298,3170,3,0.12000,1994Q1,14,3,3,3,3,2,1,3,2,,2,,2,2,2
1,51272,3170,4,0.16000,1994Q1,14,1,1,1,1,1,1,2,1,2,1,2,1,1,1
6,51262,3170,1,0.04000,1994Q1,14,2,3,,,1,2,2,1,2,1,2,3,2,3
1,51265,3170,3,0.12000,1994Q1,14,1,1,1,1,2,2,3,1,1,2,,2,1,1
2,51258,3170,1,0.04000,1994Q1,18,2,,,,2,2,2,1,1,1,1,3,,
6,51276,3170,3,0.12000,1994Q1,23,3,3,3,3,1,3,2,1,1,1,3,3,2,3
6,51317,3210,2,0.12000,1994Q1,14,3,3,3,3,2,2,2,1,2,1,2,3,2,3
6,61312,3210,1,0.06000,1994Q1,14,3,2,3,,3,3,3,2,,1,,2,2,1
6,51337,3210,2,0.12000,1994Q1,14,3,2,3,2,2,2,3,1,2,1,2,3,2,2
2,51352,3210,3,0.18000,1994Q1,15,1,2,1,2,2,2,3,1,2,2,,2,2,3
5,51356,3210,1,0.06000,1994Q1,16,3,3,3,3,2,2,2,1,2,1,3,3,2,3
4,51355,3210,1,0.06000,1994Q1,17,2,2,2,2,1,2,3,1,2,1,2,2,2,3
1,61306,3210,1,0.06000,1994Q1,18,3,2,3,2,2,2,3,1,1,1,1,3,2,3
7,51350,3210,8,0.48000,1994Q1,18,3,3,3,3,2,3,3,2,,2,,3,2,3
4,51349,3210,4,0.24000,1994Q1,21,1,1,2,2,1,1,1,2,,1,1,2,2,1
8,51391,3220,2,0.16000,1994Q1,14,2,2,2,2,2,2,2,1,2,1,2,2,1,2
7,51400,3220,2,0.16000,1994Q1,14,3,2,3,2,2,2,2,2,,2,,3,2,2
6,51388,3220,2,0.16000,1994Q1,14,2,3,3,3,2,1,2,1,2,1,2,3,2,3
4,51520,3220,2,0.16000,1994Q1,14,1,1,,,1,1,1,1,3,1,3,1,1,1
8,51451,3220,2,0.16000,1994Q1,14,3,3,3,3,1,2,2,1,2,1,2,2,1,3
7,51490,3220,4,0.32000,1994Q1,14,1,1,1,,2,1,1,1,3,1,3,1,2,
2,51370,3220,2,0.16000,1994Q1,14,2,2,3,3,1,1,2,1,2,1,2,3,2,2
2,51476,3220,2,0.16000,1994Q1,14,2,2,3,2,2,2,2,1,2,1,2,3,2,3
7,51403,3220,3,0.24000,1994Q1,14,1,1,,,2,1,2,1,3,1,3,1,2,1
4,51387,3220,2,0.16000,1994Q1,14,2,2,2,2,2,2,3,1,2,1,2,3,2,3
5,51422,3220,3,0.24000,1994Q1,14,2,3,3,3,1,2,3,1,1,1,2,3,2,3
2,51495,3220,3,0.24000,1994Q1,14,3,2,3,2,2,2,2,1,3,1,3,3,2,3
4,51521,3220,1,0.08000,1994Q1,14,3,3,3,3,2,3,2,1,1,1,1,3,2,3
2,51494,3220,1,0.08000,1994Q1,14,3,3,3,3,2,1,3,1,3,1,3,3,2,3
2,51489,3220,3,0.24000,1994Q1,14,2,2,,,2,3,2,1,2,1,2,2,1,2
5,51431,3220,3,0.24000,1994Q1,14,2,2,,,2,3,2,1,2,1,2,3,2,2
1,51508,3220,2,0.16000,1994Q1,14,,,1,1,2,1,2,1,3,1,3,1,1,1
1,51439,3220,1,0.08000,1994Q1,14,3,3,3,3,2,3,2,1,3,1,3,3,2,3
2,51492,3220,2,0.16000,1994Q1,14,2,2,2,2,2,2,2,2,,1,2,3,2,2
7,51399,3220,2,0.16000,1994Q1,15,2,2,,,2,2,2,1,1,1,2,2,1,2
7,51454,3220,2,0.16000,1994Q1,15,3,3,2,1,2,3,2,1,1,1,1,3,2,3
7,51377,3220,1,0.08000,1994Q1,15,2,3,2,3,2,1,2,1,1,1,1,3,2,3
6,51420,3220,2,0.16000,1994Q1,16,3,3,,,2,3,3,1,3,1,3,3,2,3
2,51429,3220,1,0.08000,1994Q1,16,3,2,3,3,3,2,2,1,2,1,2,3,2,3
6,51488,3220,3,0.24000,1994Q1,16,3,3,3,3,2,2,2,1,3,1,3,3,2,3
6,51501,3220,2,0.16000,1994Q1,16,2,2,2,3,1,2,2,1,3,1,3,2,2,3
6,51516,3220,3,0.24000,1994Q1,16,2,2,,,2,3,2,1,1,1,2,3,1,2
5,51505,3220,1,0.08000,1994Q1,17,2,2,,,1,3,2,1,2,2,,2,2,2
6,51386,3220,2,0.16000,1994Q1,18,1,1,,,2,1,1,1,3,1,3,1,1,1
5,51479,3220,1,0.08000,1994Q1,18,2,3,2,3,2,2,2,1,3,1,3,3,2,2
6,51522,3220,2,0.16000,1994Q1,18,2,,2,,2,2,2,1,3,1,3,3,1,3
5,51473,3220,1,0.08000,1994Q1,18,3,2,3,2,2,2,2,1,2,1,2,3,1,3
5,51375,3220,4,0.32000,1994Q1,18,3,3,3,3,2,3,3,1,2,1,2,3,2,3
2,51392,3220,2,0.16000,1994Q1,18,2,2,3,3,2,2,2,1,1,1,1,3,2,3
2,51417,3220,3,0.24000,1994Q1,18,3,3,,,2,2,3,2,,1,3,3,2,2
5,51470,3220,1,0.08000,1994Q1,18,1,1,1,1,2,3,3,1,3,1,3,1,2,3
5,51503,3220,2,0.16000,1994Q1,18,3,2,3,2,2,2,3,1,1,1,1,3,2,3
6,51480,3220,1,0.08000,1994Q1,21,2,2,2,2,2,2,2,1,2,1,2,2,1,2
1,51404,3220,1,0.08000,1994Q1,21,2,2,3,3,1,2,3,1,1,1,1,2,2,3
7,51453,3220,1,0.08000,1994Q1,21,3,3,3,3,1,3,2,1,3,1,2,2,1,2
2,51395,3220,3,0.24000,1994Q1,21,3,3,3,3,1,1,2,1,3,1,3,3,2,3
5,51425,3220,2,0.16000,1994Q1,23,1,3,1,3,2,,3,2,,1,2,1,1,3
7,51484,3220,1,0.08000,1994Q1,23,3,3,3,3,2,2,2,1,2,1,2,3,2,3
1,51674,3230,9,0.99000,1994Q1,14,2,1,2,,2,2,3,1,1,1,1,2,2,1
1,51598,3230,1,0.11000,1994Q1,14,1,2,1,2,2,2,2,1,1,1,1,3,2,3
1,32003,3230,2,0.22000,1994Q1,14,2,2,2,2,2,2,2,1,1,1,1,3,2,2
4,51673,3230,6,0.66000,1994Q1,14,1,2,,,2,1,2,1,3,1,3,3,2,3
7,51542,3230,2,0.22000,1994Q1,14,3,3,,,2,2,2,1,1,1,1,3,2,3
2,51652,3230,1,0.11000,1994Q1,14,2,3,,,2,2,2,1,1,1,1,2,2,3
2,51650,3230,8,0.88000,1994Q1,14,3,2,3,2,3,2,3,1,2,1,2,2,2,1
6,51568,3230,1,0.11000,1994Q1,14,2,1,2,1,2,3,2,1,2,1,2,2,1,1
4,51535,3230,3,0.33000,1994Q1,14,1,1,1,1,1,2,2,1,2,1,2,1,1,2
2,51530,3230,1,0.11000,1994Q1,14,3,3,3,3,2,3,2,1,2,1,2,3,2,3
4,51538,3230,2,0.22000,1994Q1,14,2,2,2,2,2,2,2,1,2,1,3,2,1,2
8,51753,3230,3,0.33000,1994Q1,14,3,2,3,2,1,3,2,2,,1,2,3,2,2
1,51639,3230,3,0.33000,1994Q1,14,1,2,,,2,2,2,1,1,1,1,2,2,3
6,51546,3230,1,0.11000,1994Q1,15,1,3,1,3,1,2,1,2,,1,3,2,2,3
1,51700,3230,1,0.11000,1994Q1,15,1,2,1,2,3,2,1,1,1,1,2,1,2,2
2,51697,3230,2,0.22000,1994Q1,15,1,1,,,2,2,2,1,3,1,3,2,1,2
5,51689,3230,1,0.11000,1994Q1,16,1,1,1,1,2,2,1,2,,1,2,1,2,2
5,51732,3230,2,0.22000,1994Q1,16,1,1,,,2,1,2,1,1,1,1,2,1,1
4,51719,3230,1,0.11000,1994Q1,16,2,2,2,2,2,3,2,1,1,1,2,3,2,2
1,51739,3230,1,0.11000,1994Q1,17,1,1,1,1,2,1,2,1,1,1,1,1,1,1
5,51715,3230,2,0.22000,1994Q1,17,3,3,,,2,2,2,1,1,1,1,3,2,3
5,51590,3230,2,0.22000,1994Q1,17,2,2,2,2,1,3,2,1,1,1,1,2,1,1
7,51671,3230,3,0.33000,1994Q1,17,2,2,,,2,1,2,1,2,1,2,3,2,3
6,51560,3230,2,0.22000,1994Q1,17,2,2,2,2,2,2,2,1,2,1,2,3,2,3
5,51684,3230,1,0.11000,1994Q1,18,1,1,,,2,1,2,1,1,1,2,2,2,2
7,51758,3230,1,0.11000,1994Q1,18,1,3,1,3,1,3,1,1,1,1,1,3,1,3
8,51536,3230,1,0.11000,1994Q1,18,3,2,,,2,2,2,1,2,1,2,3,2,2
8,51586,3230,2,0.22000,1994Q1,18,2,2,2,2,2,2,2,1,3,1,3,1,1,1
4,51718,3230,1,0.11000,1994Q1,18,2,2,2,2,2,2,2,1,1,1,1,2,2,2
6,51523,3230,3,0.33000,1994Q1,18,1,1,1,1,2,3,1,1,3,1,3,1,1,1
6,51676,3230,1,0.11000,1994Q1,18,1,,1,,3,2,2,1,1,1,1,2,1,2
4,51566,3230,2,0.22000,1994Q1,18,3,3,,,1,3,3,2,,1,1,3,2,3
6,51595,3230,1,0.11000,1994Q1,18,2,2,,,2,2,2,2,,2,,2,2,3
6,51734,3230,5,0.55000,1994Q1,18,3,2,3,2,2,2,2,2,,2,,2,1,2
5,51690,3230,6,0.66000,1994Q1,18,2,3,2,3,2,,1,2,,1,1,3,2,3
2,51556,3230,1,0.11000,1994Q1,18,1,1,1,1,2,2,2,2,,2,,1,1,1
5,51702,3230,1,0.11000,1994Q1,21,1,1,2,1,2,3,2,1,2,1,2,2,1,2
6,51533,3230,3,0.33000,1994Q1,21,2,2,2,2,1,1,1,1,1,1,1,2,1,2
5,51649,3230,3,0.33000,1994Q1,21,2,2,,,2,2,2,1,1,1,1,2,1,2
5,51557,3230,2,0.22000,1994Q1,21,3,2,,,2,2,2,1,2,1,2,3,2,3
5,51599,3230,3,0.33000,1994Q1,21,1,2,2,2,2,3,3,1,1,1,1,2,1,2
7,51528,3230,1,0.11000,1994Q1,23,2,2,3,2,2,2,2,1,1,1,1,3,1,2
5,51585,3230,2,0.22000,1994Q1,23,1,2,,,2,1,2,1,2,1,2,1,1,2
1,51580,3230,7,0.77000,1994Q1,23,3,3,3,3,1,2,3,1,2,1,2,3,2,3
6,38026,3330,5,0.20000,1994Q1,17,1,1,1,1,2,2,1,1,3,1,3,1,2,3
1,51811,3310,3,0.12000,1994Q1,14,2,3,,,2,2,2,1,3,1,3,3,2,3
1,51891,3310,5,0.20000,1994Q1,14,2,1,3,1,2,1,3,1,3,1,3,2,2,2
7,51862,3310,3,0.12000,1994Q1,14,1,1,1,1,2,1,2,1,3,1,3,1,2,1
8,31477,3310,3,0.12000,1994Q1,14,1,1,2,2,1,1,2,2,,2,,1,1,1
5,51870,3310,2,0.08000,1994Q1,15,2,3,,,1,1,3,1,3,2,,3,2,3
4,30972,3310,3,0.12000,1994Q1,15,1,2,3,3,1,3,3,1,2,1,2,1,2,2
7,90984,3310,1,0.04000,1994Q1,16,3,3,,,2,3,2,1,1,1,1,3,2,3
6,51874,3310,3,0.12000,1994Q1,17,3,2,2,2,1,2,1,1,2,1,2,3,2,2
5,51845,3310,3,0.12000,1994Q1,18,1,1,1,1,2,2,2,1,2,1,2,2,1,2
6,51879,3310,1,0.04000,1994Q1,18,1,2,2,2,2,1,1,2,,1,3,2,1,3
5,51846,3310,1,0.04000,1994Q1,18,3,1,3,1,2,2,3,1,1,1,1,2,1,1
1,51839,3310,8,0.32000,1994Q1,18,3,3,2,3,1,2,2,1,2,1,2,3,2,3
4,51900,3310,2,0.08000,1994Q1,18,3,3,3,3,2,2,3,1,2,1,2,3,2,3
1,51814,3310,2,0.08000,1994Q1,18,2,2,2,2,2,2,2,1,2,1,2,2,1,2
4,51869,3310,1,0.04000,1994Q1,21,3,3,3,3,2,2,2,1,3,2,,3,2,1
7,51823,3310,3,0.12000,1994Q1,21,1,2,,,2,2,2,2,,2,,2,1,3
5,51837,3310,3,0.12000,1994Q1,21,1,2,,,2,2,2,1,2,1,2,3,2,3
7,30348,3310,3,0.12000,1994Q1,21,,,,,2,1,2,1,1,1,1,2,2,3
7,31521,3310,3,0.12000,1994Q1,21,3,,,,2,2,2,1,1,1,1,3,2,3
7,90993,3310,5,0.20000,1994Q1,23,2,3,2,3,1,2,3,1,1,1,1,3,2,3
8,31532,3310,3,0.12000,1994Q1,23,1,1,1,1,2,2,2,1,3,1,3,1,1,1
4,51916,3320,2,0.06000,1994Q1,14,2,2,3,3,1,2,2,1,2,1,2,1,1,2
1,51962,3320,2,0.06000,1994Q1,14,1,2,2,2,2,2,2,2,,2,,1,1,2
5,51948,3320,1,0.03000,1994Q1,15,2,2,,,2,2,2,1,2,1,2,3,2,3
4,51930,3320,1,0.03000,1994Q1,16,3,3,3,3,2,3,2,1,1,1,1,3,2,3
6,51956,3320,4,0.12000,1994Q1,17,1,1,1,1,2,2,2,2,,2,,1,1,1
6,51918,3320,3,0.09000,1994Q1,17,2,3,,,1,,2,1,1,1,1,2,2,3
5,51964,3320,2,0.06000,1994Q1,18,1,3,2,3,2,1,1,1,1,2,,3,1,3
2,51947,3320,2,0.06000,1994Q1,18,2,2,2,2,2,2,2,1,2,1,2,2,2,2
5,51915,3320,1,0.03000,1994Q1,23,2,2,3,3,2,1,2,1,2,1,2,3,2,3
1,52047,3330,5,0.20000,1994Q1,14,1,1,1,1,2,3,1,1,2,1,2,2,1,2
1,51990,3330,7,0.28000,1994Q1,14,1,1,2,2,2,1,2,1,2,1,2,1,1,2
1,51967,3330,8,0.32000,1994Q1,14,3,3,3,3,2,2,2,1,2,1,2,3,2,3
7,30997,3330,2,0.08000,1994Q1,14,2,2,,,1,3,2,1,1,1,1,3,2,2
1,52084,3330,4,0.16000,1994Q1,14,2,2,2,2,2,2,1,1,2,1,2,2,1,2
2,52009,3330,5,0.20000,1994Q1,14,1,2,2,3,2,1,3,1,1,1,1,2,2,1
7,51971,3330,8,0.32000,1994Q1,15,1,1,1,1,2,2,2,1,1,1,1,1,1,1
8,52040,3330,7,0.28000,1994Q1,17,3,2,3,2,1,2,3,1,3,1,3,3,2,3
6,52075,3330,5,0.20000,1994Q1,18,1,3,1,3,1,2,2,2,,1,3,1,1,3
5,51968,3330,3,0.12000,1994Q1,18,2,1,,,2,2,2,1,2,2,2,2,1,1
5,52059,3330,4,0.16000,1994Q1,18,3,3,3,3,2,2,2,1,2,1,2,3,2,3
5,52030,3330,2,0.08000,1994Q1,18,2,3,,,2,3,2,1,1,1,1,3,2,3
5,52045,3330,2,0.08000,1994Q1,18,2,3,2,3,2,2,2,1,1,1,1,3,2,3
1,52089,3330,6,0.24000,1994Q1,18,2,3,2,3,1,2,3,1,3,1,3,1,2,3
6,52079,3330,6,0.24000,1994Q1,18,2,1,2,1,1,2,2,1,2,1,2,3,1,3
5,51992,3330,3,0.12000,1994Q1,18,1,2,3,3,1,3,3,1,1,1,2,2,2,3
5,52037,3330,6,0.24000,1994Q1,21,2,2,,,2,2,2,1,3,1,3,2,2,2
6,52061,3330,4,0.16000,1994Q1,21,1,1,,,2,2,2,1,2,1,1,2,1,1
5,51985,3330,7,0.28000,1994Q1,21,2,3,2,3,1,2,2,2,,1,1,3,2,3
5,51995,3330,3,0.12000,1994Q1,23,3,3,3,3,2,2,3,2,,2,,3,2,3
1,52105,3340,6,0.18000,1994Q1,15,2,3,2,3,2,3,2,1,1,1,1,3,2,3
4,30975,3340,3,0.09000,1994Q1,15,1,2,3,3,1,3,3,1,2,1,2,1,2,2
5,52131,3340,2,0.06000,1994Q1,18,1,2,,,2,2,1,1,1,1,1,3,2,3
5,52138,3340,1,0.03000,1994Q1,21,3,1,,,1,1,2,1,3,1,1,3,2,3
7,52117,3340,4,0.12000,1994Q1,21,1,2,1,2,2,2,3,2,,1,1,2,2,2
7,52109,3340,2,0.06000,1994Q1,21,3,3,,,1,2,2,1,2,1,2,3,2,3
6,52107,3340,2,0.06000,1994Q1,21,1,1,2,2,1,1,3,1,1,1,3,3,2,3
5,52099,3340,3,0.09000,1994Q1,23,2,2,2,2,3,2,2,1,1,1,1,1,2,2
7,30917,3350,3,0.09000,1994Q1,14,3,3,3,3,1,2,2,1,1,2,2,3,2,3
1,52148,3350,3,0.09000,1994Q1,14,1,2,1,2,2,1,1,1,3,1,3,1,2,3
4,30976,3350,3,0.09000,1994Q1,15,1,2,3,3,1,3,3,1,2,1,2,1,2,2
5,52172,3350,2,0.06000,1994Q1,15,3,3,3,3,2,3,1,1,1,1,1,2,2,3
5,52180,3350,2,0.06000,1994Q1,17,1,2,1,2,2,2,2,1,1,1,1,1,,3
6,52171,3350,6,0.18000,1994Q1,18,2,2,3,2,1,2,2,1,1,2,,3,2,3
2,52175,3350,1,0.03000,1994Q1,21,1,1,,,2,2,2,2,,2,,2,2,2
5,52196,3360,3,0.09000,1994Q1,17,3,3,3,3,2,3,2,1,2,1,2,2,1,2
6,52194,3360,3,0.09000,1994Q1,18,3,3,3,3,1,2,2,2,,2,,3,2,3
7,52205,3370,3,0.09000,1994Q1,14,3,1,,,3,1,3,1,3,1,3,3,2,2
6,53014,3370,6,0.18000,1994Q1,14,1,1,1,1,2,2,2,1,2,1,2,1,2,1
5,52202,3370,3,0.09000,1994Q1,14,,,,,2,2,3,1,2,1,2,3,2,3
1,52201,3370,1,0.03000,1994Q1,14,3,3,,,2,2,2,1,2,1,2,3,2,3
7,53005,3370,4,0.12000,1994Q1,15,1,1,1,,2,2,3,1,2,1,2,1,2,1
1,52207,3370,4,0.12000,1994Q1,15,1,1,,,2,3,1,1,3,1,3,1,1,1
6,53024,3370,4,0.12000,1994Q1,18,3,3,3,3,2,2,2,1,2,1,2,3,2,3
6,53022,3370,4,0.12000,1994Q1,18,3,2,,,1,2,3,1,3,1,3,3,2,2
5,52213,3370,3,0.09000,1994Q1,21,2,1,2,1,2,2,3,2,,1,2,3,2,2
6,53029,3370,6,0.18000,1994Q1,21,1,1,1,1,1,2,1,1,2,1,2,1,1,1
4,53002,3370,4,0.12000,1994Q1,21,3,2,,,2,3,3,1,1,1,1,1,2,1
6,53009,3370,3,0.09000,1994Q1,23,1,1,1,1,3,2,2,2,,2,,1,2,2
1,53050,3380,1,0.02000,1994Q1,14,3,3,3,3,2,2,3,1,1,1,1,3,2,2
1,53058,3380,3,0.06000,1994Q1,14,2,2,,,3,2,2,1,2,1,2,3,2,2
7,30999,3380,2,0.04000,1994Q1,14,2,2,,,1,3,2,1,1,1,1,3,2,2
2,53055,3380,2,0.04000,1994Q1,14,1,2,1,3,2,1,1,2,,2,,1,1,3
4,30982,3380,3,0.06000,1994Q1,15,1,2,3,3,1,3,3,1,2,1,2,1,2,2
5,53092,3380,4,0.08000,1994Q1,16,2,2,2,2,2,2,2,2,,2,,2,2,3
1,53086,3380,4,0.08000,1994Q1,17,2,2,3,2,3,2,3,1,2,1,2,3,2,3
6,53053,3380,3,0.06000,1994Q1,17,3,2,3,3,2,,3,2,,1,1,3,2,2
5,53074,3380,1,0.02000,1994Q1,18,1,2,1,2,2,2,2,1,1,1,1,2,2,3
6,53044,3380,3,0.06000,1994Q1,21,1,1,1,1,2,2,2,1,2,1,2,2,1,1
6,53041,3380,3,0.06000,1994Q1,21,2,2,2,2,3,1,2,1,2,2,,2,2,3
5,53047,3380,1,0.02000,1994Q1,21,2,,2,,2,1,2,2,,2,,2,1,3
5,53039,3380,4,0.08000,1994Q1,23,1,1,2,1,1,,3,1,2,1,2,1,1,2
5,53091,3380,6,0.12000,1994Q1,23,2,1,,,1,2,2,1,2,1,2,3,2,1
1,53114,3410,8,1.04000,1994Q1,14,1,1,1,1,2,2,2,1,2,1,2,2,2,2
4,90989,3410,5,0.65000,1994Q1,14,1,1,1,1,2,1,2,1,2,1,2,1,1,1
1,53101,3410,9,1.17000,1994Q1,21,1,1,1,1,1,2,1,1,1,1,1,1,2,1
1,53262,3420,8,0.96000,1994Q1,14,3,,,,2,1,3,1,2,1,2,3,2,3
2,53143,3420,5,0.60000,1994Q1,14,1,1,1,1,2,2,2,2,,2,,1,1,1
6,53236,3420,3,0.36000,1994Q1,14,1,1,1,1,2,2,2,1,1,1,1,1,2,3
7,31002,3420,2,0.24000,1994Q1,14,2,2,,,1,3,2,1,1,1,1,3,2,2
6,53189,3420,3,0.36000,1994Q1,14,3,2,2,2,2,2,2,1,2,1,2,2,2,2
8,53161,3420,3,0.36000,1994Q1,14,3,3,3,3,1,3,2,1,3,2,,3,2,3
2,53162,3420,3,0.36000,1994Q1,14,2,2,,,2,3,3,1,1,2,2,3,2,3
1,53217,3420,1,0.12000,1994Q1,14,3,3,3,3,2,3,2,1,1,1,1,3,2,3
4,53119,3420,2,0.24000,1994Q1,16,1,1,1,1,3,2,2,1,2,1,2,1,1,1
2,53226,3420,5,0.60000,1994Q1,16,1,3,1,3,1,1,1,1,1,1,1,1,2,3
4,53222,3420,4,0.48000,1994Q1,16,3,2,2,2,2,3,2,1,1,1,1,3,2,3
5,53207,3420,1,0.12000,1994Q1,17,3,3,,,1,2,2,1,1,1,1,2,1,2
2,53184,3420,7,0.84000,1994Q1,18,3,3,3,3,2,1,3,1,2,1,2,3,2,3
4,53221,3420,3,0.36000,1994Q1,18,3,3,3,3,1,2,2,1,2,1,1,3,2,3
5,53211,3420,2,0.24000,1994Q1,18,2,2,2,2,2,2,2,1,2,1,2,2,1,3
5,53197,3420,1,0.12000,1994Q1,21,3,3,3,3,1,2,3,1,1,1,1,3,2,3
5,53145,3420,2,0.24000,1994Q1,21,3,3,3,3,2,,3,1,1,1,1,3,2,3
8,53153,3420,1,0.12000,1994Q1,21,2,2,2,2,2,2,2,1,2,1,2,2,2,2
7,91014,3420,7,0.84000,1994Q1,21,2,3,2,3,1,3,2,1,2,1,2,3,2,3
5,53137,3420,2,0.24000,1994Q1,21,1,1,1,1,2,1,1,1,1,1,1,1,1,1
2,53269,3420,1,0.12000,1994Q1,21,3,3,3,3,1,3,2,1,1,1,1,3,2,3
1,50048,2110,3,0.30000,1993Q4,5,2,2,2,2,1,2,3,2,3,1,3,2,2,2
4,50115,2110,3,0.30000,1993Q4,5,3,2,3,2,2,3,3,1,1,1,2,3,2,3
1,50030,2110,5,0.50000,1993Q4,8,3,2,3,2,2,3,2,1,3,2,,3,2,2
1,50059,2110,6,0.60000,1993Q4,8,2,1,2,1,2,2,3,1,3,1,3,3,2,3
6,50067,2110,5,0.50000,1993Q4,8,1,3,1,3,1,3,3,1,3,1,3,1,1,3
1,50026,2110,3,0.30000,1993Q4,9,2,2,2,2,2,2,3,1,3,1,3,3,2,2
1,50078,2110,7,0.70000,1993Q4,9,1,1,1,1,1,2,2,2,,2,,1,2,1
5,50056,2110,4,0.40000,1993Q4,10,1,2,1,2,2,2,2,1,2,1,2,1,1,2
6,50107,2110,6,0.60000,1993Q4,10,3,2,3,2,2,2,3,1,2,1,2,3,2,3
6,50000,2110,5,0.50000,1993Q4,10,2,3,2,3,2,2,2,1,2,1,2,2,2,2
1,50008,2110,7,0.70000,1993Q4,11,2,,2,,2,2,2,2,,2,,2,2,2
7,91007,2110,9,0.90000,1993Q4,11,1,2,1,2,1,3,3,1,2,1,2,3,2,3
6,50027,2110,8,0.80000,1993Q4,11,1,3,1,3,1,2,3,1,1,1,1,3,2,3
6,50090,2110,4,0.40000,1993Q4,12,2,2,,,1,1,2,1,1,1,1,2,2,2
7,50082,2110,9,0.90000,1993Q4,12,3,3,3,3,2,2,2,1,2,2,,3,2,1
2,50047,2110,4,0.40000,1993Q4,12,1,2,1,2,2,2,3,1,2,1,2,2,2,1
6,50011,2110,4,0.40000,1993Q4,12,1,1,1,1,2,2,3,1,2,1,2,1,2,2
1,50099,2110,6,0.60000,1993Q4,12,2,3,,,1,2,3,1,3,2,,2,2,2
1,50117,2110,1,0.10000,1993Q4,15,2,2,2,2,2,2,2,1,2,1,2,3,2,3
5,50002,2110,2,0.20000,1993Q4,15,2,2,2,2,2,2,2,1,1,1,3,2,2,2
4,50114,2110,5,0.50000,1993Q4,15,2,1,,,2,3,3,1,2,1,2,2,2,1
5,50010,2110,4,0.40000,1993Q4,15,1,2,1,3,2,2,2,1,3,1,3,1,2,2
4,50122,2110,9,0.90000,1993Q4,15,1,2,,,2,3,3,1,3,1,2,1,1,3
6,50071,2110,8,0.80000,1993Q4,16,1,1,1,1,3,2,2,1,2,1,2,1,1,1
6,50038,2110,4,0.40000,1993Q4,16,3,3,3,3,1,2,3,1,3,1,3,2,2,1
1,50184,2120,6,0.60000,1993Q4,5,1,2,1,2,1,1,3,1,1,1,2,1,1,1
1,50137,2120,9,0.90000,1993Q4,5,3,3,2,3,1,2,2,1,3,1,3,3,2,3
1,50216,2120,8,0.80000,1993Q4,8,1,1,1,1,2,2,3,1,3,1,3,1,1,1
1,50195,2120,2,0.20000,1993Q4,8,2,3,2,3,2,3,2,2,,2,,2,2,3
1,50167,2120,3,0.30000,1993Q4,8,1,1,1,1,2,2,2,1,3,1,,1,2,1
4,50154,2120,5,0.50000,1993Q4,8,3,2,,,2,3,3,1,1,1,1,3,2,1
6,50156,2120,5,0.50000,1993Q4,9,3,3,3,3,2,1,2,1,1,1,1,3,2,3
2,50192,2120,3,0.30000,1993Q4,9,3,3,2,3,1,1,2,2,,1,3,3,2,3
1,50188,2120,3,0.30000,1993Q4,9,3,3,3,3,1,1,2,1,3,2,,3,2,3
6,50177,2120,4,0.40000,1993Q4,9,2,2,2,2,1,2,2,1,2,1,2,2,2,2
7,50191,2120,4,0.40000,1993Q4,9,1,1,1,1,2,1,2,1,2,1,1,1,1,2
6,50158,2120,5,0.50000,1993Q4,10,3,3,,,2,1,2,1,1,1,1,3,2,3
2,50138,2120,1,0.10000,1993Q4,10,1,1,1,1,2,3,2,1,2,1,2,1,1,1
